Therapeutic Class,Drug Name,Dosage Form,Status
OPHTHALMIC AGENTS : BETA-BLOCKERS - OPHTHALMIC,COSOPT PF,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : BETA-BLOCKERS - OPHTHALMIC,DORZOLAMIDE HCL/TIMOLOL MALEATE,SOLN,PREFERRED
OPHTHALMIC AGENTS : BETA-BLOCKERS - OPHTHALMIC,DORZOLAMIDE HYDROCHLORIDE/TIMOLOL MALEATE,SOLN,PREFERRED
OPHTHALMIC AGENTS : BETA-BLOCKERS - OPHTHALMIC,DORZOLAMIDE HYDROCHLORIDE/TIMOLOL MALEATE PF,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,LACRISERT,INST,PREFERRED
OPHTHALMIC AGENTS : MISC ,BIMATOPROST,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,LUMIGAN,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,XELPROS,EMUL,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,IYUZEH,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,LATANOPROST,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,XALATAN,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,VYZULTA,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,TAFLUPROST,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,ZIOPTAN,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,TRAVATAN Z,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,TRAVOPROST,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,ATROPINE SULFATE,OINT,PREFERRED
OPHTHALMIC AGENTS : MISC ,ATROPINE SULFATE,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,CYCLOGYL,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,CYCLOPENTOLATE HCL,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,CYCLOPENTOLATE HYDROCHLORIDE,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,PHENYLEPHRINE HYDROCHLORIDE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,MYDRIACYL,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,TROPICAMIDE,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,CYCLOMYDRIL,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,PILOCARPINE HCL,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,PILOCARPINE HYDROCHLORIDE,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,VUITY,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,PHOSPHOLINE IODIDE,SOLR,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,RHOPRESSA,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,ROCKLATAN,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,APRACLONIDINE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,IOPIDINE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,ALPHAGAN P,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,BRIMONIDINE TARTRATE,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,SIMBRINZA,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,CYCLOSPORINE,EMUL,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,RESTASIS,EMUL,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,RESTASIS MULTIDOSE,EMUL,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,VERKAZIA,EMUL,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,CEQUA,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,VEVYE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,XIIDRA,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,IHEEZO,GEL ,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,AKTEN,GEL ,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,ALCAINE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,PROPARACAINE HCL,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,PROPARACAINE HYDROCHLORIDE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,TETRACAINE HCL,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,TETRACAINE HYDROCHLORIDE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,OXERVATE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,AZOPT,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,BRINZOLAMIDE,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,DORZOLAMIDE HYDROCHLORIDE,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,BROMFENAC,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,BROMFENAC SODIUM,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,BROMSITE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,PROLENSA,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,DICLOFENAC SODIUM,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,FLURBIPROFEN SODIUM,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,ACULAR,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,ACULAR LS,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,ACUVAIL,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,KETOROLAC TROMETHAMINE,SOLN,PREFERRED
OPHTHALMIC AGENTS : MISC ,ILEVRO,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,NEVANAC,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,CYSTADROPS,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,CYSTARAN,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,GLOSTRIPS,STRP,NON_PREFERRED
OPHTHALMIC AGENTS : MISC ,FLUORESCEIN SODIUM/BENOXINATE HYDROCHLORIDE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,AZELASTINE HCL,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,AZELASTINE HYDROCHLORIDE,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,BEPOTASTINE BESILATE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,BEPREVE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,ZERVIATE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,CROMOLYN SODIUM,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,EPINASTINE HCL,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,ALOMIDE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,OLOPATADINE HCL,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,OLOPATADINE HYDROCHLORIDE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,AZASITE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,BACITRACIN,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,BESIVANCE,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,CILOXAN,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,CIPROFLOXACIN HYDROCHLORIDE,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,ERYTHROMYCIN,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,GATIFLOXACIN,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,GENTAMICIN SULFATE,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,MOXIFLOXACIN HYDROCHLORIDE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,VIGAMOX,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,OCUFLOX,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,OFLOXACIN,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,TOBREX,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,TOBRAMYCIN,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,TOBRAMYCIN SULFATE,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,SULFACETAMIDE SODIUM,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,SULFACETAMIDE SODIUM,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,ZIRGAN,GEL ,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,TRIFLURIDINE,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,NATACYN,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,BETADINE OPHTHALMIC PREP,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,XDEMVY,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,BACITRACIN/POLYMYXIN B,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,POLYCIN,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,POLYMYXIN B SULFATE/TRIMETHOPRIM SULFATE,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,NEOMYCIN/BACITRACIN/POLYMYXIN,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,NEOMYCIN/POLYMYXIN/BACITRACIN ZINC,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,NEO-POLYCIN,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC ANTI-INFECTIVES,NEOMYCIN/POLYMYXIN/GRAMICIDIN,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,DEXTENZA,INST,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,MAXIDEX,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,DEXAMETHASONE SODIUM PHOSPHATE,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,DIFLUPREDNATE,EMUL,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,DUREZOL,EMUL,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,FLUOROMETHOLONE,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,FML FORTE,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,FML LIQUIFILM,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,FLAREX,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,LOTEMAX,GEL ,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,LOTEMAX SM,GEL ,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,LOTEPREDNOL ETABONATE,GEL ,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,LOTEMAX,OINT,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,ALREX,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,EYSUVIS,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,INVELTYS,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,LOTEMAX,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,LOTEPREDNOL ETABONATE,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,PRED FORTE,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,PRED MILD,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,PREDNISOLONE ACETATE,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,PREDNISOLONE SODIUM PHOSPHATE,SOLN,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,ZYLET,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,SULFACETAMIDE SODIUM/PREDNISOLONE SODIUM PHOSPHATE,SOLN,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,TOBRADEX,OINT,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,TOBRADEX ST,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,TOBRAMYCIN/DEXAMETHASONE,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,MAXITROL,OINT,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,NEOMYCIN/POLYMYXIN/DEXAMETHASONE,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,MAXITROL,SUSP,NON_PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,NEOMYCIN/POLYMYXIN/DEXAMETHASONE,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,NEOMYCIN/POLYMYXIN/HYDROCORTISONE,SUSP,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,NEOMYCIN/POLYMYXIN/BACITRACIN/HYDROCORTISONE,OINT,PREFERRED
OPHTHALMIC AGENTS : OPHTHALMIC STEROIDS,NEO-POLYCIN HC,OINT,PREFERRED
OTIC AGENTS,CIPROFLOXACIN,SOLN,NON_PREFERRED
OTIC AGENTS,OFLOXACIN,SOLN,PREFERRED
OTIC AGENTS,DERMOTIC,OIL ,NON_PREFERRED
OTIC AGENTS,FLUOCINOLONE ACETONIDE,OIL ,NON_PREFERRED
OTIC AGENTS,FLUOCINOLONE ACETONIDE EAR DROPS,OIL ,NON_PREFERRED
OTIC AGENTS,HYDROCORTISONE/ACETIC ACID,SOLN,NON_PREFERRED
OTIC AGENTS,ACETIC ACID,SOLN,PREFERRED
OTIC AGENTS : OTIC COMBINATIONS,CIPROFLOXACIN/DEXAMETHASONE,SUSP,PREFERRED
OTIC AGENTS : OTIC COMBINATIONS,CIPROFLOXACIN/FLUOCINOLONE ACETONIDE PF,SOLN,NON_PREFERRED
OTIC AGENTS : OTIC COMBINATIONS,CIPRO HC,SUSP,NON_PREFERRED
OTIC AGENTS : OTIC COMBINATIONS,NEOMYCIN/POLYMYXIN/HC,SOLN,PREFERRED
OTIC AGENTS : OTIC COMBINATIONS,NEOMYCIN/POLYMYXIN/HYDROCORTISONE,SUSP,PREFERRED
OTIC AGENTS : OTIC COMBINATIONS,CORTISPORIN-TC,SUSP,NON_PREFERRED
PROGESTINS,MEDROXYPROGESTERONE ACETATE,TABS,PREFERRED
PROGESTINS,PROVERA,TABS,NON_PREFERRED
PROGESTINS,MEGESTROL ACETATE,SUSP,NON_PREFERRED
PROGESTINS,GALLIFREY,TABS,NON_PREFERRED
PROGESTINS,NORETHINDRONE ACETATE,TABS,NON_PREFERRED
PROGESTINS,PROGESTERONE,CAPS,PREFERRED
PROGESTINS,PROMETRIUM,CAPS,NON_PREFERRED
PROGESTINS,PROGESTERONE,OIL ,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,ADUHELM,SOLN,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,KISUNLA,SOLN,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,LEQEMBI,SOLN,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,ADLARITY,PTWK,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,ARICEPT,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,DONEPEZIL HCL,TABS,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,DONEPEZIL HYDROCHLORIDE,TABS,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,DONEPEZIL HCL,TBDP,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,DONEPEZIL HYDROCHLORIDE ODT,TBDP,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,GALANTAMINE HYDROBROMIDEER,CP24,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,GALANTAMINE HYDROBROMIDE,SOLN,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,GALANTAMINE HYDROBROMIDE,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,EXELON,PT24,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,RIVASTIGMINE TRANSDERMALSYSTEM,PT24,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,RIVASTIGMINE TARTRATE,CAPS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,MEMANTINE HYDROCHLORIDE ER,CP24,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,MEMANTINE HYDROCHLORIDE,SOLN,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,MEMANTINE HCL TITRATION PAK,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,MEMANTINE HYDROCHLORIDE,TABS,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,NAMENDA TITRATION PAK,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,MEMANTINE/DONEPEZIL HYDROCHLORIDE ER,CP24,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : ANTIDEMENTIA AGENTS,NAMZARIC,CP24,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,MIPLYFFA,CAPS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,ERGOLOID MESYLATES,TABS,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,AQNEURSA,PACK,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,PIMOZIDE,TABS,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,FLUOXETINE HYDROCHLORIDE,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,PAROXETINE,CAPS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,AUSTEDO,TABS,PREFERRED_WITH_PA
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,AUSTEDO XR,TB24,PREFERRED_WITH_PA
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,AUSTEDO PATIENT TITRATION KIT,TBPK,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,AUSTEDO XR PATIENT TITRATION KIT,TEPK,PREFERRED_WITH_PA
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,TETRABENAZINE,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,XENAZINE,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,INGREZZA,CAPS,PREFERRED_WITH_PA
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,INGREZZA,CPPK,PREFERRED_WITH_PA
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,INGREZZA,CPSP,PREFERRED_WITH_PA
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,SODIUM OXYBATE,SOLN,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,XYREM,SOLN,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,XYWAV,SOLN,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,SAVELLA TITRATION PACK,MISC,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,SAVELLA,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,GRALISE,MISC,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,GABAPENTIN ONCE-DAILY,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,GRALISE,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,LYRICA CR,TB24,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,PREGABALIN ER,TB24,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,HORIZANT,TBCR,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,NUEDEXTA,CAPS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,WAINUA,SOAJ,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,TEGSEDI,SOSY,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,AMVUTTRA,SOSY,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,CHLORDIAZEPOXIDE/AMITRIPTYLINE,TABS,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,PERPHENAZINE/AMITRIPTYLINE,TABS,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,LYBALVI,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,OLANZAPINE/FLUOXETINE,CAPS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,COPAXONE,SOSY,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,GLATIRAMER ACETATE,SOSY,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,GLATOPA,SOSY,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,MAVENCLAD,TBPK,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,AVONEX PEN,AJKT,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,AVONEX,PSKT,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,REBIF REBIDOSE,SOAJ,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,REBIF REBIDOSE TITRATIONPACK,SOAJ,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,REBIF,SOSY,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,REBIF TITRATION PACK,SOSY,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,BETASERON,KIT ,PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,PLEGRIDY,SOAJ,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,PLEGRIDY STARTER PACK,SOAJ,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,PLEGRIDY,SOSY,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,PLEGRIDY STARTER PACK,SOSY,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,AUBAGIO,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,TERIFLUNOMIDE,TABS,NON_PREFERRED
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MULTIPLE SCLEROSIS AGENTS,LEMTRADA,SOLN,NON_PREFERRED
