therapeutic_class,status,pdl_name
ANTICONVULSANTS,Non-Preferred,"Divalproex Sodium DR Tablet, ER Tablet (Depakote; Depakote ER)"
ANTICONVULSANTS,Non-Preferred,"Ethosuximide Capsule, Syrup (Zarontin)"
ANTICONVULSANTS,Non-Preferred,Fenfluramine Solution (Fintepla)
ANTICONVULSANTS,Non-Preferred,Ganaxolone Suspension (Ztalmy)
ANTICONVULSANTS,Non-Preferred,"Lacosamide ER Capsule, Tablet (Motpoly XR; Vimpat)"
ANTICONVULSANTS,Non-Preferred,Lacosamide Solution Unit Dose (Generic; Vimpat)
ANTICONVULSANTS,Non-Preferred,"Lamotrigine Dispersible Tablet, Tablet (Lamictal)"
ANTICONVULSANTS,Non-Preferred,Lamotrigine ODT (Generic; Lamictal)
ANTICONVULSANTS,Non-Preferred,"Lamotrigine ODT Titration Kit, Tablet Starter Kit (Generic; Lamictal)"
ANTICONVULSANTS,Non-Preferred,"Lamotrigine ER Tablet, Titration Kit (Lamictal XR)"
ANTICONVULSANTS,Non-Preferred,Levetiracetam ER Tablet (Keppra XR)
ANTICONVULSANTS,Non-Preferred,Levetiracetam Tablet for Oral Suspension (Spritam)
ANTICONVULSANTS,Non-Preferred,"Levetiracetam Solution, Tablet (Keppra)"
ANTICONVULSANTS,Non-Preferred,Levetiracetam ER Tablet (Elepsia XR)
ANTICONVULSANTS,Non-Preferred,Methsuximide (Generic)
ANTICONVULSANTS,Non-Preferred,"Oxcarbazepine Suspension, Tablet (Trileptal)"
ANTICONVULSANTS,Non-Preferred,Phenytoin 100mg Capsule (Dilantin)
ANTICONVULSANTS,Non-Preferred,Phenytoin Chewable Tablet (Dilantin Infatabs)
ANTICONVULSANTS,Non-Preferred,Phenytoin Sodium Capsule (Phenytek)
ANTICONVULSANTS,Non-Preferred,Phenytoin Suspension (Dilantin)
ANTICONVULSANTS,Non-Preferred,Primidone Tablet (Mysoline)
ANTICONVULSANTS,Non-Preferred,"Rufinamide Suspension, Tablet (Banzel)"
ANTICONVULSANTS,Non-Preferred,Tiagabine Tablet (Generic for Gabitril)
ANTICONVULSANTS,Non-Preferred,Topiramate ER Capsule (AG; Generic; Qudexy XR)
ANTICONVULSANTS,Non-Preferred,Topiramate ER Capsule (Trokendi XR)
ANTICONVULSANTS,Non-Preferred,Topiramate Solution (Eprontia)
ANTICONVULSANTS,Non-Preferred,"Topiramate Sprinkle, Tablet (Topamax)"
ANTICONVULSANTS,Non-Preferred,"Vigabatrin Powder Pack, Tablet (Sabril)"
ANTICONVULSANTS,Non-Preferred,Vigabatrin Solution (Vigafyde)
ANTICONVULSANTS,Non-Preferred,Zonisamide Suspension (Zonisade)
ANTIPSYCHOTIC AGENTS,Non-Preferred,ORAL AGENTS
ANTIPSYCHOTIC AGENTS,Non-Preferred,Ariprazole Film (Opipza)
ANTIPSYCHOTIC AGENTS,Non-Preferred,"Aripiprazole ODT, Solution (Generic)"
ANTIPSYCHOTIC AGENTS,Non-Preferred,"Aripiprazole Tablet, Tablet with Sensor (Abilify; Abilify Mycite)"
ANTIPSYCHOTIC AGENTS,Non-Preferred,Asenapine Sublingual Tablet (AG; Generic; Saphris)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Asenapine Transdermal Patch (Secuado)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Brexpiprazole Tablet (Rexulti)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Clozapine ODT (Generic)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Clozapine Suspension (Versacloz)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Clozapine Tablet (Clozaril)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Fluphenazine Elixir/Solution (Generic)
ANTIPSYCHOTIC AGENTS,Non-Preferred,"Iloperidone Tablet, Titration Pack (Fanapt)"
ANTIPSYCHOTIC AGENTS,Non-Preferred,Loxapine Inhalation (Adasuve)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Lumateperone Capsule (Caplyta)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Lurasidone Tablet (Latuda)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Molindone Tablet (Generic)
ANTIPSYCHOTIC AGENTS,Non-Preferred,"Olanzapine Tablet, ODT (Zyprexa; Zyprexa Zydis)"
ANTIPSYCHOTIC AGENTS,Non-Preferred,Olanzapine/Fluoxetine Capsule (Generic; Symbyax)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Olanzapine/Samidorphan Tablet (Lybalvi)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Paliperidone ER Tablet (Invega)
ANTIPSYCHOTIC AGENTS,Non-Preferred,"Pimavanserin Capsule, Tablet (Nuplazid)"
ANTIPSYCHOTIC AGENTS,Non-Preferred,"Quetiapine ER Tablet, Tablet (Seroquel XR; Seroquel)"
ANTIPSYCHOTIC AGENTS,Non-Preferred,Risperidone ODT (Generic)
ANTIPSYCHOTIC AGENTS,Non-Preferred,"Risperidone Solution, Tablet (Risperdal)"
ANTIPSYCHOTIC AGENTS,Non-Preferred,"Xanomeline and Trospium Chloride Capsule, Starter Pack (Cobenfy)"
ANTIPSYCHOTIC AGENTS,Non-Preferred,Ziprasidone Capsule (Geodon)
ANTIPSYCHOTIC AGENTS,Non-Preferred,INJECTABLE AGENTS
ANTIPSYCHOTIC AGENTS,Non-Preferred,Chlorpromazine Ampule (Generic)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Fluphenazine Vial (Generic)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Haloperidol Decanoate Ampule (Haldol)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Olanzapine Solution Vial IM (Generic; Zyprexa)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Olanzapine Suspension (Zyprexa Relprevv)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Paliperidone Palmitate (Erzofri)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Risperidone ER Suspension (Intramuscular) (Rykindo)
ANTIPSYCHOTIC AGENTS,Non-Preferred,Ziprasidone Vial (Geodon)
"ANTIVIRALS, ORAL",Non-Preferred,Baloxavir Marboxil Tablet (Xofluza)
"ANTIVIRALS, ORAL",Non-Preferred,"Oseltamivir Capsule, Suspension (Tamiflu)"
"ANTIVIRALS, ORAL",Non-Preferred,Rimantadine Tablet (Generic)
"ANTIVIRALS, ORAL",Non-Preferred,Valacyclovir Caplet (Valtrex)
"ANTIVIRALS, ORAL",Non-Preferred,Zanamivir Inhalation Powder (Relenza Diskhaler)
ANXIOLYTICS,Non-Preferred,Alprazolam ER Tablet (Generic; Xanax XR)
ANXIOLYTICS,Non-Preferred,"Alprazolam Intensol Concentrate, ODT (Generic)"
ANXIOLYTICS,Non-Preferred,Alprazolam Tablet (Xanax)
ANXIOLYTICS,Non-Preferred,Chlordiazepoxide Capsule (Generic)
ANXIOLYTICS,Non-Preferred,Clorazepate Dipotassium Tablet (Generic)
ANXIOLYTICS,Non-Preferred,"Diazepam Intensol Concentrate, Solution, Syringe, Tablet, Vial (Generic)"
ANXIOLYTICS,Non-Preferred,Lorazepam ER Capsule (Loreev XR)
ANXIOLYTICS,Non-Preferred,Lorazepam Intensol Concentrate (Generic)
ANXIOLYTICS,Non-Preferred,Lorazepam Tablet (Ativan)
ANXIOLYTICS,Non-Preferred,Meprobamate Tablet (Generic)
ANXIOLYTICS,Non-Preferred,Oxazepam Capsule (Generic)
ASTHMA/COPD,Non-Preferred,INHALATION
ASTHMA/COPD,Non-Preferred,Aclidinium Bromide/Formoterol Fumarate (Duaklir Pressair)
ASTHMA/COPD,Non-Preferred,Aclidinium Bromide Inhalation Powder (Tudorza Pressair)
ASTHMA/COPD,Non-Preferred,Ensifentrine Nebulizer Solution (Ohtuvayre)
ASTHMA/COPD,Non-Preferred,Glycopyrrolate/Formoterol Fumarate (Bevespi Aerosphere)
ASTHMA/COPD,Non-Preferred,Revefenacin Inhalation Solution (Yupelri)
ASTHMA/COPD,Non-Preferred,"Tiotropium Bromide Inhalation Powder, Spray (Spiriva HandiHaler/Respimat)"
ASTHMA/COPD,Non-Preferred,Umeclidinium Inhalation Powder (Incruse Ellipta)
ASTHMA/COPD,Non-Preferred,ORAL
ASTHMA/COPD,Non-Preferred,Roflumilast Tablet (Daliresp)
ASTHMA/COPD,Non-Preferred,INHALATION
ASTHMA/COPD,Non-Preferred,"Albuterol Sulfate ER Tablet, Syrup, Tablet (Generic)"
ASTHMA/COPD,Non-Preferred,Albuterol Sulfate Inhalation Powder (ProAir Digihaler)
ASTHMA/COPD,Non-Preferred,Albuterol Sulfate Inhalation Powder (ProAir RespiClick)
ASTHMA/COPD,Non-Preferred,Albuterol Sulfate MDI (Ventolin HFA)
ASTHMA/COPD,Non-Preferred,Arformoterol Inhalation Solution (Generic; Brovana)
ASTHMA/COPD,Non-Preferred,Formoterol Inhalation Solution (AG; Generic; Perforomist)
ASTHMA/COPD,Non-Preferred,Levalbuterol Nebulizer Solution (Generic)
ASTHMA/COPD,Non-Preferred,Levalbuterol Nebulizer Solution Concentrate (Generic)
ASTHMA/COPD,Non-Preferred,Levalbuterol MDI (AG; Xopenex HFA)
ASTHMA/COPD,Non-Preferred,Olodaterol (Striverdi Respimat)
ASTHMA/COPD,Non-Preferred,Terbutaline Sulfate Tablet (AG; Generic)
ASTHMA/COPD,Non-Preferred,Albuterol/Budesonide (AirSupra HFA)
ASTHMA/COPD,Non-Preferred,Budesonide DPI (Pulmicort Flexhaler)
ASTHMA/COPD,Non-Preferred,"Budesonide Respules 0.25 mg, 0.5 mg, 1 mg (Pulmicort Respules)"
ASTHMA/COPD,Non-Preferred,Budesonide/Formoterol MDI (Symbicort)
ASTHMA/COPD,Non-Preferred,Budesonide/Glycopyrrolate/Formoterol Inhalation (Breztri Aerosphere)
ASTHMA/COPD,Non-Preferred,Ciclesonide MDI (Alvesco)
ASTHMA/COPD,Non-Preferred,Fluticasone Propionate Inhalation Powder (Armonair Digihaler)
ASTHMA/COPD,Non-Preferred,Fluticasone Propionate Inhalation Powder (AG; Flovent Diskus)
ASTHMA/COPD,Non-Preferred,"Fluticasone/Salmeterol DPI, MDI (Advair Diskus; Advair HFA)"
ASTHMA/COPD,Non-Preferred,Fluticasone/Salmeterol Inhalation Powder (AG; AirDuo RespiClick)
ASTHMA/COPD,Non-Preferred,Fluticasone/Salmeterol Inhalation Powder (AirDuo Digihaler)
ASTHMA/COPD,Non-Preferred,Fluticasone/Vilanterol Inhalation Powder (AG; Breo Ellipta)
ASTHMA/COPD,Non-Preferred,Mepolizumab Auto-Injector (Nucala)
ASTHMA/COPD,Non-Preferred,Mepolizumab Syringe (Nucala)
ASTHMA/COPD,Non-Preferred,Mepolizumab Vial (Nucala)
ASTHMA/COPD,Non-Preferred,Reslizumab Vial (Cinqair)
ASTHMA/COPD,Non-Preferred,"Tezepelumab-ekko Syringe, Pen (Tezspire)"
ASTHMA/COPD,Non-Preferred,"Montelukast Chewable Tablet, Tablet (Singulair)"
ASTHMA/COPD,Non-Preferred,Montelukast Granules (Generic; Singulair)
ASTHMA/COPD,Non-Preferred,Zafirlukast Tablet (AG; Generic; Accolate)
ASTHMA/COPD,Non-Preferred,Zileuton ER Tablet (Generic)
ASTHMA/COPD,Non-Preferred,Zileuton Tablet (Zyflo)
BOTULINUM TOXINS,Non-Preferred,IncobotulinumtoxinA (Xeomin)
BOTULINUM TOXINS,Non-Preferred,RimabotulinumtoxinB (Myobloc)
COLONY STIMULATING FACTORS,Non-Preferred,Eflapegrastim-xnst Syringe (Rolvedon)
COLONY STIMULATING FACTORS,Non-Preferred,"Filgrastim-aafi Syringe, Vial (Nivestym)"
COLONY STIMULATING FACTORS,Non-Preferred,"Filgrastim-ayow Syringe, Vial (Releuko)"
COLONY STIMULATING FACTORS,Non-Preferred,Filgrastim-sndz Syringe (Zarxio)
COLONY STIMULATING FACTORS,Non-Preferred,"Pegfilgrastim Kit, Syringe (Neulasta)"
COLONY STIMULATING FACTORS,Non-Preferred,Pegfilgrastim-apgf Syringe (Nyvepria)
COLONY STIMULATING FACTORS,Non-Preferred,Pegfilgrastim-bmez Syringe (Ziextenzo)
COLONY STIMULATING FACTORS,Non-Preferred,"Pegfilgrastim-cbqv Autoinjector, On-Body, Syringe (Udenyca)"
COLONY STIMULATING FACTORS,Non-Preferred,Pegfilgrastim-fpgk Syringe (Stimufend)
COLONY STIMULATING FACTORS,Non-Preferred,Sargramostim Vial (Leukine)
COLONY STIMULATING FACTORS,Non-Preferred,"Tbo-Filgrastim Injection Syringe, Vial (Granix)"
"CYSTIC FIBROSIS, ORAL",Non-Preferred,"Elexacaftor/Tezacaftor/Ivacaftor Packet, Tablet (Trikafta)"
"CYSTIC FIBROSIS, ORAL",Non-Preferred,"Ivacaftor Packet, Tablet (Kalydeco)"
"CYSTIC FIBROSIS, ORAL",Non-Preferred,"Lumacaftor/Ivacaftor Packet, Tablet (Orkambi)"
"CYSTIC FIBROSIS, ORAL",Non-Preferred,Mannitol Inhalation Capsule (Bronchitol)
"CYSTIC FIBROSIS, ORAL",Non-Preferred,Tezacaftor/Ivacaftor Tablet (Symdeko)
"CYSTIC FIBROSIS, ORAL",Non-Preferred,"Vanzacaftor, Tezacaftor, & Deutivacaftor Tablet (Alyftrek)"
DEPRESSION,Non-Preferred,Brexanolone IV Solution (Zulresso)
DEPRESSION,Non-Preferred,Bupropion HBr ER 24-Hour Tablet (Aplenzin)
DEPRESSION,Non-Preferred,Bupropion HCl SR 12-Hour (Wellbutrin SR)
DEPRESSION,Non-Preferred,Bupropion HCl XL (AG; Forfivo XL)
DEPRESSION,Non-Preferred,Bupropion HCl XL 24-Hour (Wellbutrin XL)
DEPRESSION,Non-Preferred,Desvenlafaxine ER (No Brand)
DEPRESSION,Non-Preferred,Desvenlafaxine Succinate ER Tablet (Pristiq)
DEPRESSION,Non-Preferred,Dextromethorphan/Bupropion Tablet (Auvelity)
DEPRESSION,Non-Preferred,Esketamine Nasal Spray (Spravato)
DEPRESSION,Non-Preferred,Isocarboxazid Tablet (Marplan)
DEPRESSION,Non-Preferred,"Levomilnacipran ER Capsule, Titration Pack (Fetzima)"
DEPRESSION,Non-Preferred,"Mirtazapine ODT, Tablet (Remeron ODT; Remeron)"
DEPRESSION,Non-Preferred,Nefazodone Tablet (Generic)
DEPRESSION,Non-Preferred,"Phenelzine Tablet (Generic, Nardil)"
DEPRESSION,Non-Preferred,Selegiline Transdermal Patch (Emsam)
DEPRESSION,Non-Preferred,Tranylcypromine Sulfate Tablet (Generic)
DEPRESSION,Non-Preferred,Venlafaxine Besylate ER Tablet (Generic)
DEPRESSION,Non-Preferred,Venlafaxine ER Capsule (Effexor XR)
DEPRESSION,Non-Preferred,Venlafaxine ER Tablet (AG; Generic)
DEPRESSION,Non-Preferred,Vilazodone Tablet (AG; Generic; Viibryd)
DEPRESSION,Non-Preferred,Vortioxetine Tablet (Trintellix)
DEPRESSION,Non-Preferred,Zuranolone Capsule (Zurzuvae)
DEPRESSION,Non-Preferred,Citalopram Capsule (Generic)
DEPRESSION,Non-Preferred,Citalopram Tablet (Celexa)
DEPRESSION,Non-Preferred,Escitalopram Solution (Generic)
DEPRESSION,Non-Preferred,Escitalopram Tablet (Lexapro)
DEPRESSION,Non-Preferred,Fluoxetine Capsule (Prozac)
DEPRESSION,Non-Preferred,"Fluoxetine Delayed Release 90mg Capsule, Tablet, 60mg Tablet (Generic)"
DEPRESSION,Non-Preferred,Fluvoxamine Maleate ER Capsule (Generic)
DEPRESSION,Non-Preferred,Paroxetine Suspension (Generic; Paxil)
DEPRESSION,Non-Preferred,Paroxetine Tablet (Paxil)
DEPRESSION,Non-Preferred,Paroxetine CR Tablet (AG; Generic; Paxil CR)
DEPRESSION,Non-Preferred,Paroxetine Mesylate Capsule (AG; Generic for Brisdelle)
DEPRESSION,Non-Preferred,Sertraline Capsule (Generic)
DEPRESSION,Non-Preferred,"Sertraline Concentrate, Tablet (Zoloft)"
DERMATOLOGY,Non-Preferred,"Gentamicin Sulfate Cream, Ointment (Generic)"
DERMATOLOGY,Non-Preferred,Mupirocin Cream (Generic)
DERMATOLOGY,Non-Preferred,Mupirocin Ointment (Centany Kit)
DERMATOLOGY,Non-Preferred,Ozenoxacin Cream (Xepi)
DERMATOLOGY,Non-Preferred,Ciclopirox Gel (Generic)
DERMATOLOGY,Non-Preferred,Ciclopirox 0.77% Suspension (AG; Generic)
DERMATOLOGY,Non-Preferred,Ciclopirox Shampoo (Generic for Loprox)
DERMATOLOGY,Non-Preferred,Ciclopirox 8% Solution Treatment Kit (Generic)
DERMATOLOGY,Non-Preferred,Ciclopirox/Skin Cleanser No. 40 (Loprox Kit)
DERMATOLOGY,Non-Preferred,Clotrimazole/Betamethasone Lotion (Generic)
DERMATOLOGY,Non-Preferred,Econazole Nitrate Cream (Generic)
DERMATOLOGY,Non-Preferred,Efinaconazole Solution (Jublia)
DERMATOLOGY,Non-Preferred,Ketoconazole Foam (AG; Generic; Ketodan)
DERMATOLOGY,Non-Preferred,Ketoconazole Foam Kit (Ketodan)
DERMATOLOGY,Non-Preferred,Luliconazole Cream (AG; Luzu)
DERMATOLOGY,Non-Preferred,Miconazole/Zinc Oxide/White Petrolatum (AG; Vusion)
DERMATOLOGY,Non-Preferred,Naftifine Cream (Generic)
DERMATOLOGY,Non-Preferred,Naftifine Gel (Generic; Naftin)
DERMATOLOGY,Non-Preferred,Oxiconazole Lotion (Oxistat)
DERMATOLOGY,Non-Preferred,Oxiconazole Cream (Generic for Oxistat)
DERMATOLOGY,Non-Preferred,Salicylic Acid Ointment (Generic for Bensal HP)
DERMATOLOGY,Non-Preferred,Sertaconazole Cream (Ertaczo)
DERMATOLOGY,Non-Preferred,"Tavaborole Solution (Generic for Kerydin)

Crotamiton Cream, Lotion (Eurax)"
DERMATOLOGY,Non-Preferred,"Tavaborole Solution (Generic for Kerydin)

Crotamiton Cream, Lotion (Eurax)"
DERMATOLOGY,Non-Preferred,Crotamiton Lotion (Crotan)
DERMATOLOGY,Non-Preferred,Malathion Lotion (Generic; Ovide)
DERMATOLOGY,Non-Preferred,Spinosad Suspension (Natroba)
DERMATOLOGY,Non-Preferred,Methoxsalen Rapid Softgel (Generic)
DERMATOLOGY,Non-Preferred,Calcipotriene Ointment (Generic)
DERMATOLOGY,Non-Preferred,Calcipotriene Foam (AG; Generic; Sorilux)
DERMATOLOGY,Non-Preferred,Calcipotriene/Betamethasone Dipropionate Foam (Enstilar)
DERMATOLOGY,Non-Preferred,Calcipotriene/Betamethasone Dipropionate Ointment (AG; Generic for Taclonex)
DERMATOLOGY,Non-Preferred,Calcipotriene/Betamethasone Dipropionate Susp (Generic; Taclonex Scalp)
DERMATOLOGY,Non-Preferred,Calcitriol Ointment (AG; Generic for Vectical)
DERMATOLOGY,Non-Preferred,Halobetasol/Tazarotene Lotion (Duobrii)
DERMATOLOGY,Non-Preferred,Roflumilast 0.3% Cream (Zoryve)
DERMATOLOGY,Non-Preferred,Tapinarof Cream (Vtama)
DERMATOLOGY,Non-Preferred,Acyclovir Cream (AG; Generic; Zovirax)
DERMATOLOGY,Non-Preferred,Acyclovir Ointment (Zovirax)
DERMATOLOGY,Non-Preferred,Acyclovir/Hydrocortisone Cream (Xerese)
DERMATOLOGY,Non-Preferred,Penciclovir Cream (AG; Generic; Denavir)
DERMATOLOGY,Non-Preferred,"Lebrikizumab-lbkz Pen, Syringe (Ebglyss)"
DERMATOLOGY,Non-Preferred,Nemolizumab-ilto Pen (Nemluvio)
DERMATOLOGY,Non-Preferred,Pimecrolimus Cream (Elidel)
DERMATOLOGY,Non-Preferred,"Roflumilast 0.15% Cream, 0.3% Foam (Zoryve)"
DERMATOLOGY,Non-Preferred,Emollient Combination No. 10 (Biafine)
DERMATOLOGY,Non-Preferred,Dimethicone/Allantoin Cream (Scartrate)
DERMATOLOGY,Non-Preferred,Imiquimod (Generic; Zyclara)
DERMATOLOGY,Non-Preferred,Podofilox Gel (Generic; Condylox)
DERMATOLOGY,Non-Preferred,Podofilox Solution (Generic)
DERMATOLOGY,Non-Preferred,Sinecatechins (Veregen)
DERMATOLOGY,Non-Preferred,Sirolimus (Hyftor)
DERMATOLOGY,Non-Preferred,"Alclometasone Dipropionate Cream, Ointment (Generic)"
DERMATOLOGY,Non-Preferred,"Desonide Cream, Lotion, Ointment (Generic)"
DERMATOLOGY,Non-Preferred,"Fluocinolone Acetonide Body Oil, Scalp Oil (Generic; Derma-Smoothe/FS)"
DERMATOLOGY,Non-Preferred,Hydrocortisone/Skin Cleanser Lotion Kit (Generic)
DERMATOLOGY,Non-Preferred,Hydrocortisone Gel (Hydroxym)
DERMATOLOGY,Non-Preferred,Hydrocortisone Solution (Texacort)
DERMATOLOGY,Non-Preferred,Betamethasone Valerate Foam (Generic for Luxiq)
DERMATOLOGY,Non-Preferred,Clocortolone Pivalate Cream (Generic for Cloderm)
DERMATOLOGY,Non-Preferred,Fluocinolone Acetonide Cream (Generic)
DERMATOLOGY,Non-Preferred,"Fluocinolone Acetonide Ointment, Solution (Generic; Synalar)"
DERMATOLOGY,Non-Preferred,"Fluocinolone Cream Kit, Ointment Kit, TS Kit (Synalar; Synalar TS)"
DERMATOLOGY,Non-Preferred,Flurandrenolide Ointment (Generic)
DERMATOLOGY,Non-Preferred,Flurandrenolide Lotion (AG; Generic)
DERMATOLOGY,Non-Preferred,Fluticasone Propionate Lotion (Generic; Beser)
DERMATOLOGY,Non-Preferred,Fluticasone Propionate Lotion Kit (Beser)
DERMATOLOGY,Non-Preferred,Hydrocortisone Butyrate Lotion (AG; Generic; Locoid)
DERMATOLOGY,Non-Preferred,"Hydrocortisone Butyrate Cream, Ointment, Solution (Generic)"
DERMATOLOGY,Non-Preferred,Hydrocortisone Butyrate/Emollient (AG; Generic)
DERMATOLOGY,Non-Preferred,Hydrocortisone Probutate Cream (Pandel)
DERMATOLOGY,Non-Preferred,"Hydrocortisone Valerate Cream, Ointment (Generic)"
DERMATOLOGY,Non-Preferred,Prednicarbate Cream; Ointment (Generic)
DERMATOLOGY,Non-Preferred,Triamcinolone Acetonide Dental Paste (Generic; Oralone)
DERMATOLOGY,Non-Preferred,Amcinonide Cream (Generic)
DERMATOLOGY,Non-Preferred,"Betamethasone Dipropionate Cream, Gel, Lotion, Ointment (Generic)"
DERMATOLOGY,Non-Preferred,Betamethasone Dipropionate/Propylene Glycol Lotion (Generic)
DERMATOLOGY,Non-Preferred,Betamethasone Dipropionate/Propylene Glycol Ointment (Generic; Diprolene)
DERMATOLOGY,Non-Preferred,"Desoximetasone Cream, Gel, Ointment (Generic)"
DERMATOLOGY,Non-Preferred,Desoximetasone Spray (Generic; Topicort)
DERMATOLOGY,Non-Preferred,Diflorasone Diacetate Cream (Generic for Psorcon)
DERMATOLOGY,Non-Preferred,Diflorasone Diacetate Ointment (Generic)
DERMATOLOGY,Non-Preferred,Fluocinonide Cream 0.05% (Generic)
DERMATOLOGY,Non-Preferred,Fluocinonide Cream 0.1% (Generic; Vanos)
DERMATOLOGY,Non-Preferred,"Fluocinonide Emollient, Gel, Ointment, Solution (Generic)"
DERMATOLOGY,Non-Preferred,Halcinonide Cream (AG; Generic; Halog)
DERMATOLOGY,Non-Preferred,"Halcinonide Ointment, Solution (Halog)"
DERMATOLOGY,Non-Preferred,Triamcinolone Acetonide Aerosol (Generic; Kenalog Aerosol)
DERMATOLOGY,Non-Preferred,Clobetasol Propionate Foam (Generic; Olux)
DERMATOLOGY,Non-Preferred,Clobetasol Propionate Emollient Foam (Generic; Tovet)
DERMATOLOGY,Non-Preferred,Clobetasol Propionate Emulsion Foam (AG; Generic for Olux-E)
DERMATOLOGY,Non-Preferred,Clobetasol Propionate Kit (Tovet Kit)
DERMATOLOGY,Non-Preferred,Clobetasol Propionate Lotion (Generic)
DERMATOLOGY,Non-Preferred,Clobetasol Propionate Shampoo (Generic for Clobex; Clodan)
DERMATOLOGY,Non-Preferred,Clobetasol Propionate Spray (AG; Generic for Clobex)
DERMATOLOGY,Non-Preferred,Clobetasol/Skin Cleanser No. 28 (Clodan Kit)
DERMATOLOGY,Non-Preferred,Diflorasone Diacetate Cream (Apexicon E)
DERMATOLOGY,Non-Preferred,Halobetasol Propionate Foam (AG; Lexette)
DERMATOLOGY,Non-Preferred,Halobetasol Propionate Lotion (Bryhali)
DERMATOLOGY,Non-Preferred,Halobetasol Propionate Lotion (Ultravate)
DIABETES,Non-Preferred,Miglitol (Generic)
DIABETES,Non-Preferred,Diazoxide Oral Suspension (Generic; Proglycem)
DIABETES,Non-Preferred,"Glucacon Subcutaneous Pen, Syringe, Vial (Gvoke)"
DIABETES,Non-Preferred,Glucagon Injection Emergency Kit (Fresenius Kabi)
DIABETES,Non-Preferred,Alogliptin Tablet (AG; Nesina)
DIABETES,Non-Preferred,Alogliptin/Metformin Tablet (AG; Kazano)
DIABETES,Non-Preferred,Alogliptin/Pioglitazone Tablet (AG; Oseni)
DIABETES,Non-Preferred,Empagliflozin/Linagliptin/Metformin Tablet (Trijardy XR)
DIABETES,Non-Preferred,Exenatide Microspheres ER Auto-Injector (Bydureon BCise)
DIABETES,Non-Preferred,Linagliptin/Empagliflozin (Glyxambi) (See SGLT2 Criteria)
DIABETES,Non-Preferred,Linagliptin/Metformin Tablet ER (Jentadueto XR)
DIABETES,Non-Preferred,Liraglutide Pen (AG; Generic; Victoza)
DIABETES,Non-Preferred,Liraglutide/Insulin Degludec (Xultophy) (See Insulins & Related Agents Criteria)
DIABETES,Non-Preferred,Lixisenatide/ Insulin Glargine (Soliqua) (See Insulins & Related Agents Criteria)
DIABETES,Non-Preferred,Pramlintide Pen (SymlinPen)
DIABETES,Non-Preferred,Saxagliptin Tablet (Generic; Onglyza)
DIABETES,Non-Preferred,Saxagliptin/Dapagliflozin Tablet (Qtern) (See SGLT2 Criteria)
DIABETES,Non-Preferred,Saxagliptin/Metformin ER Tablet (Generic; Kombiglyze XR)
DIABETES,Non-Preferred,Sitagliptin Tablet (AG; Zituvio)
DIABETES,Non-Preferred,Sitagliptin Phosphate/Ertugliflozin Tablet (Steglujan) (See SGLT2 Criteria)
DIABETES,Non-Preferred,Sitagliptin/Metformin Tablet (AG;  Zituvimet)
DIABETES,Non-Preferred,Sitagliptin/Metformin ER Tablet (Zituvimet XR)
DIABETES,Non-Preferred,Tirzepatide Pen (Mounjaro)
DIABETES,Non-Preferred,"Insulin Aspart Cartridge, Pen, Vial (Novolog)"
DIABETES,Non-Preferred,"Insulin Aspart Cartridge, Pen, Vial (Fiasp Penfill/PumpCart/FlexTouch; Fiasp)"
DIABETES,Non-Preferred,"Insulin Aspart Protamine/Aspart Pen, Vial (Novolog Mix 70/30)"
DIABETES,Non-Preferred,"Insulin Degludec Pen, Vial (Generic; Tresiba FlexTouch; Tresiba)"
DIABETES,Non-Preferred,"Insulin Detemir Pen, Vial (Levemir)"
DIABETES,Non-Preferred,Insulin Glargine U-100 (Basaglar KwikPen; Basaglar Tempo Pen)
DIABETES,Non-Preferred,Insulin Glargine-aglr (Rezvoglar KwikPen)
DIABETES,Non-Preferred,"Insulin Glargine-yfgn Pen, Vial (Generic; Semglee)"
DIABETES,Non-Preferred,"Insulin Glargine Pen (Generic; Toujeo Solostar, Toujeo Max Solostar)"
DIABETES,Non-Preferred,"Insulin Glulisine Pen, Vial (Apidra SoloStar; Apidra)"
DIABETES,Non-Preferred,"Insulin Lispro Pen, Vial (Admelog SoloStar; Admelog)"
DIABETES,Non-Preferred,"Insulin Lispro Cartridge, Vial (Humalog)"
DIABETES,Non-Preferred,Insulin Lispro Pen (Humalog Junior KwikPen/KwikPen/Tempo Pen U-100)
DIABETES,Non-Preferred,Insulin Lispro-aabc Pen (Lyumjev KwikPen; Lyumjev Tempo Pen)
