pdl_name,status,therapeutic_class
"REBIF, REBIDOSE",Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
TASCENSO ODT,Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
teriflunomide generic,Preferred,AUTONOMIC AND CNS MEDICATIONS
VUMERITY,Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
ZEPOSIA STARTER KIT/PACK,Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
buproban/bupropion sr 150mg (generic Zyban),Preferred,AUTONOMIC AND CNS MEDICATIONS
"nicotine gum, lozenge, patch generic",Preferred,AUTONOMIC AND CNS MEDICATIONS
"NICOTROL INHALER, NASAL SPRAY",Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
varenicline generic,Preferred,AUTONOMIC AND CNS MEDICATIONS
EVRYSDI,Preferred,AUTONOMIC AND CNS MEDICATIONS
acamprosate generic,Preferred,AUTONOMIC AND CNS MEDICATIONS
ACTHAR,Preferred,AUTONOMIC AND CNS MEDICATIONS
AMPHADASE,Preferred,AUTONOMIC AND CNS MEDICATIONS
"AUSTEDO, TITRATION KITS, -XR",Preferred,AUTONOMIC AND CNS MEDICATIONS
BRISDELLE,Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
CORTROPHIN GEL,Preferred,AUTONOMIC AND CNS MEDICATIONS
disulfiram generic,Preferred,AUTONOMIC AND CNS MEDICATIONS
DUVYZAT,Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
glycopyrrolate oral soln. generic,Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
GOCOVRI,Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
HYLENEX,Preferred,AUTONOMIC AND CNS MEDICATIONS
INGREZZA,Preferred,AUTONOMIC AND CNS MEDICATIONS
LUCEMYRA,Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
NUEDEXTA,Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
SKYCLARYS,Non-Preferred,AUTONOMIC AND CNS MEDICATIONS
tetrabenazine generic,Preferred,AUTONOMIC AND CNS MEDICATIONS
VITRASE,Preferred,AUTONOMIC AND CNS MEDICATIONS
all topical corticosteroid generics (unless listed otherwise),Preferred,DERMATOLOGICAL MEDICATIONS
alclometasone cream generic,Preferred,DERMATOLOGICAL MEDICATIONS
alclometasone oint. generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"amcinonide cream, lotion, ointment generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
APEXICON E CREAM,Non-Preferred,DERMATOLOGICAL MEDICATIONS
BESER KIT,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"betamethasone dipropionate cream, ointment generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
"betamethasone dipropionate (augmented) lotion, gel, ointment generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
betamethasone dipropionate (augmented) cream generic,Preferred,DERMATOLOGICAL MEDICATIONS
betamethasone valerate aerosol foam 0.12% generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
betamethasone valerate aerosol lotion generic,Preferred,DERMATOLOGICAL MEDICATIONS
CAPEX SHAMPOO,Non-Preferred,DERMATOLOGICAL MEDICATIONS
clobetasol emulsion foam (generic OLUX-E),Non-Preferred,DERMATOLOGICAL MEDICATIONS
clobetasol emollient cream,Non-Preferred,DERMATOLOGICAL MEDICATIONS
clobetasol foam (generic OLUX),Non-Preferred,DERMATOLOGICAL MEDICATIONS
clobetasol cream generic,Preferred,DERMATOLOGICAL MEDICATIONS
"clobetasol gel, lotion, shampoo generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
clobetasol spray generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
CLODAN KIT,Non-Preferred,DERMATOLOGICAL MEDICATIONS
clocortolone generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"CUTIVATE CREAM, OINT.",Non-Preferred,DERMATOLOGICAL MEDICATIONS
DERMA-SMOOTHE FS,Preferred,DERMATOLOGICAL MEDICATIONS
DESONATE,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"desonide cream, lotion, ointment generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
"desoximetasone cream, gel, ointment generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
diflorasone diacetate cream and ointment generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"fluocinolone acetonide cream, ointment, solution generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
fluocinolone acetonide scalp/body oil generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
fluocinonide cream 0.1% generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"fluocinonide 0.05% cream, e cream, gel, oint., soln.  
generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
"flurandrenolide cream, lotion generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
"fluticasone cream, ointment generic",Preferred,DERMATOLOGICAL MEDICATIONS
fluticasone lotion generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
BRYHALI,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"halobetasol aerosol 0.05%, ointment generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
"HALOG, -E",Non-Preferred,DERMATOLOGICAL MEDICATIONS
hydrocortisone acetate gel generic,Preferred,DERMATOLOGICAL MEDICATIONS
"hydrocortisone butyrate cream, lipophilic cream, ointment, solution generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
"hydrocortisone valerate cream, ointment generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
KENALOG AEROSOL,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"KENALOG-10,40, 80 INJ",Preferred,DERMATOLOGICAL MEDICATIONS
NEO-SYNALAR  KIT,Non-Preferred,DERMATOLOGICAL MEDICATIONS
PANDEL,Non-Preferred,DERMATOLOGICAL MEDICATIONS
SYNALAR OINTMENT,Non-Preferred,DERMATOLOGICAL MEDICATIONS
SYNALAR TS KITS,Non-Preferred,DERMATOLOGICAL MEDICATIONS
TEXACORT SOLN,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"TOPICORT 0.05% OINTMENT, SPRAY",Non-Preferred,DERMATOLOGICAL MEDICATIONS
triamcinolone acetonide 0.05% oint. generic,Preferred,DERMATOLOGICAL MEDICATIONS
triamcinolone acetonide spray generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ULTRAVATE LOTION,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ACANYA GEL,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ACZONE GEL 7.5%,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"adapalene 0.3% gel, cream generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
"adapalene/benzoyl peroxide 0.1-2.5% (generic 
Epiduo)",Non-Preferred,DERMATOLOGICAL MEDICATIONS
AKLIEF,Non-Preferred,DERMATOLOGICAL MEDICATIONS
AMZEEQ,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ALTRENO LOTION,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ARAZLO,Non-Preferred,DERMATOLOGICAL MEDICATIONS
AVITA,Preferred,DERMATOLOGICAL MEDICATIONS
BENZEFOAM,Non-Preferred,DERMATOLOGICAL MEDICATIONS
BP 10-1 emulsion generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
CLINDACIN KIT PAC 1%,Non-Preferred,DERMATOLOGICAL MEDICATIONS
clindamycin aer 1% generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"clindamycin 1% gel, lotion, topical solution generic",Preferred,DERMATOLOGICAL MEDICATIONS
clindamycin pads/swabs generic,Preferred,DERMATOLOGICAL MEDICATIONS
"clindamycin-benzoyl peroxide gel 1-5% (generic for 
Benzaclin)",Non-Preferred,DERMATOLOGICAL MEDICATIONS
"clindamycin-benzoyl peroxide gel 1.2-5% (generic for 
Duac)",Preferred,DERMATOLOGICAL MEDICATIONS
dapsone gel 5% generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
EPIDUO FORTE,Preferred,DERMATOLOGICAL MEDICATIONS
EPSOLAY,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ERY PAD 2%,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"erythromycin/benzoyl peroxide gel (generic 
Benzamycin)",Non-Preferred,DERMATOLOGICAL MEDICATIONS
EVOCLIN,Non-Preferred,DERMATOLOGICAL MEDICATIONS
FABIOR AER 0.1%,Non-Preferred,DERMATOLOGICAL MEDICATIONS
FINACEA,Preferred,DERMATOLOGICAL MEDICATIONS
INOVA KITS,Non-Preferred,DERMATOLOGICAL MEDICATIONS
metronidazole cream generic,Preferred,DERMATOLOGICAL MEDICATIONS
"metronidazole gel, lotion generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
NORITATE,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"NEUAC Gel, KIT",Non-Preferred,DERMATOLOGICAL MEDICATIONS
ONEXTON,Non-Preferred,DERMATOLOGICAL MEDICATIONS
OSCION,Non-Preferred,DERMATOLOGICAL MEDICATIONS
RETIN-A MICRO,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ROSADAN KIT,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"sodium sulfacetamide/sulfur 10-5% aerosol, cream, emulsion generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
Sulfacetamide sodium/sulfur in urea emulsion 10-5% generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
sulfacetamide sodium 10% lotion/wash generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
SUMAXIN PADS,Non-Preferred,DERMATOLOGICAL MEDICATIONS
tazarotene cream generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"tazarotene gel 0.1%, 0.05% generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
tretinoin cream generic,Preferred,DERMATOLOGICAL MEDICATIONS
"tretinoin gel 0.01%, 0.025% generic",Preferred,DERMATOLOGICAL MEDICATIONS
tretinoin gel 0.05% generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
tretinoin microsphere gel/gel pump generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
VELTIN,Non-Preferred,DERMATOLOGICAL MEDICATIONS
WINLEVI,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ZIANA,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"ABSORICA, -LD",Non-Preferred,DERMATOLOGICAL MEDICATIONS
"isotretinoin 10mg, 20mg, 30mg, 40mg generics",Preferred,DERMATOLOGICAL MEDICATIONS
acitretin generic,Preferred,DERMATOLOGICAL MEDICATIONS
calcipotriene cream generic,Preferred,DERMATOLOGICAL MEDICATIONS
calcipotriene oint. generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
calcipotriene scalp soln. generic,Preferred,DERMATOLOGICAL MEDICATIONS
calcitriol ointment generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
calcipotriene-betamethasone ointment generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ENSTILAR,Non-Preferred,DERMATOLOGICAL MEDICATIONS
methoxsalen generic,Preferred,DERMATOLOGICAL MEDICATIONS
OXSORALEN-UL,Preferred,DERMATOLOGICAL MEDICATIONS
SORILUX,Non-Preferred,DERMATOLOGICAL MEDICATIONS
TACLONEX,Non-Preferred,DERMATOLOGICAL MEDICATIONS
VTAMA,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ZORYVE,Non-Preferred,DERMATOLOGICAL MEDICATIONS
bexarotene gel 1%,Preferred,DERMATOLOGICAL MEDICATIONS
CARAC,Preferred,DERMATOLOGICAL MEDICATIONS
CONDYLOX GEL,Preferred,DERMATOLOGICAL MEDICATIONS
diclofenac gel generic,Preferred,DERMATOLOGICAL MEDICATIONS
doxepin 5% cream generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
EFUDEX,Preferred,DERMATOLOGICAL MEDICATIONS
ELIDEL,Preferred,DERMATOLOGICAL MEDICATIONS
EUCRISA,Preferred,DERMATOLOGICAL MEDICATIONS
FILSUVEZ GEL,Preferred,DERMATOLOGICAL MEDICATIONS
"fluorouracil 5%  inj., soln. generic",Preferred,DERMATOLOGICAL MEDICATIONS
HYFTOR GEL,Preferred,DERMATOLOGICAL MEDICATIONS
imiquimod 5% generic,Preferred,DERMATOLOGICAL MEDICATIONS
LICART,Non-Preferred,DERMATOLOGICAL MEDICATIONS
OPZELURA,Non-Preferred,DERMATOLOGICAL MEDICATIONS
PANRETIN,Preferred,DERMATOLOGICAL MEDICATIONS
podofilox soln. generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
PRUDOXIN,Non-Preferred,DERMATOLOGICAL MEDICATIONS
REGRANEX,Preferred,DERMATOLOGICAL MEDICATIONS
SALEX SHAMPOO 6%,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"salicylic acid aerosol/foam, gel 6% generic",Non-Preferred,DERMATOLOGICAL MEDICATIONS
SOFDRA GEL,Non-Preferred,DERMATOLOGICAL MEDICATIONS
tacrolimus ointment generic,Preferred,DERMATOLOGICAL MEDICATIONS
urea cream/lotion 40% generic,Preferred,DERMATOLOGICAL MEDICATIONS
urea cream 41% generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
VALCHLOR GEL,Preferred,DERMATOLOGICAL MEDICATIONS
VUSION,Non-Preferred,DERMATOLOGICAL MEDICATIONS
VYJUVEK GEL,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ZONALON,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ZYCLARA,Non-Preferred,DERMATOLOGICAL MEDICATIONS
CROTAN LOTION,Non-Preferred,DERMATOLOGICAL MEDICATIONS
"LINDANE LOTION, SHAMPOO",Non-Preferred,DERMATOLOGICAL MEDICATIONS
malathion lotion,Non-Preferred,DERMATOLOGICAL MEDICATIONS
NATROBA,Non-Preferred,DERMATOLOGICAL MEDICATIONS
OVIDE,Non-Preferred,DERMATOLOGICAL MEDICATIONS
permethrin 1% lotion,Preferred,DERMATOLOGICAL MEDICATIONS
permethrin 5% cream generic,Preferred,DERMATOLOGICAL MEDICATIONS
SKLICE,Non-Preferred,DERMATOLOGICAL MEDICATIONS
spinosad generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
doxycycline (rosacea) 40mg cap generic,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ORACEA,Non-Preferred,DERMATOLOGICAL MEDICATIONS
ZILXI,Non-Preferred,DERMATOLOGICAL MEDICATIONS
CERUMENEX,Preferred,EAR-NOSE-THROAT MEDICATIONS
ciprofloxacin/dexamethasone otic susp. generic,Preferred,EAR-NOSE-THROAT MEDICATIONS
ciprofloxacin/fluocinolone (pf) otic soln. generic,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
CIPRO HC,Preferred,EAR-NOSE-THROAT MEDICATIONS
ciprofloxacin otic generic,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
fluocinolone otic oil generic,Preferred,EAR-NOSE-THROAT MEDICATIONS
neomycin/polymyxin/hc generic,Preferred,EAR-NOSE-THROAT MEDICATIONS
ofloxacin otic generic,Preferred,EAR-NOSE-THROAT MEDICATIONS
azelastine  137mcg (0.1%) generic,Preferred,EAR-NOSE-THROAT MEDICATIONS
azelastine 0.15% generic,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
BECONASE AQ,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
DYMISTA,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
flunisolide generic,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
fluticasone generic,Preferred,EAR-NOSE-THROAT MEDICATIONS
ipratropium nasal spray generic,Preferred,EAR-NOSE-THROAT MEDICATIONS
mometasone nasal spray generic,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
olopatadine generic,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
OMNARIS,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
QNASL,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
XHANCE,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
ZETONNA,Non-Preferred,EAR-NOSE-THROAT MEDICATIONS
cevimeline generic,Preferred,EAR-NOSE-THROAT MEDICATIONS
pilocarpine tabs generic,Preferred,EAR-NOSE-THROAT MEDICATIONS
RADIACARE,Preferred,EAR-NOSE-THROAT MEDICATIONS
SALAGEN,Preferred,EAR-NOSE-THROAT MEDICATIONS
alendronate generic,Preferred,ENDOCRINE MEDICATIONS
alendronate oral soln generic,Non-Preferred,ENDOCRINE MEDICATIONS
ATELVIA,Non-Preferred,ENDOCRINE MEDICATIONS
calcitonin nasal solution generic,Preferred,ENDOCRINE MEDICATIONS
FORTEO,Non-Preferred,ENDOCRINE MEDICATIONS
FOSAMAX-D,Non-Preferred,ENDOCRINE MEDICATIONS
FOSAMAX SOLUTION,Non-Preferred,ENDOCRINE MEDICATIONS
"ibandronate -inj., -tabs generic",Non-Preferred,ENDOCRINE MEDICATIONS
MIACALCIN INJECTION,Non-Preferred,ENDOCRINE MEDICATIONS
"risedronate, -dr generic",Non-Preferred,ENDOCRINE MEDICATIONS
TYMLOS,Non-Preferred,ENDOCRINE MEDICATIONS
AFREZZA,Non-Preferred,ENDOCRINE MEDICATIONS
APIDRA,Non-Preferred,ENDOCRINE MEDICATIONS
APIDRA SOLOSTAR,Non-Preferred,ENDOCRINE MEDICATIONS
BASAGLAR KWIKPEN,Non-Preferred,ENDOCRINE MEDICATIONS
FIASP,Non-Preferred,ENDOCRINE MEDICATIONS
HUMALOG KWIKPEN 200 units/ml,Non-Preferred,ENDOCRINE MEDICATIONS
HUMALOG MIX 50/50,Preferred,ENDOCRINE MEDICATIONS
HUMULIN 70/30,Preferred,ENDOCRINE MEDICATIONS
HUMULIN N,Preferred,ENDOCRINE MEDICATIONS
HUMULIN R U-100,Preferred,ENDOCRINE MEDICATIONS
HUMULIN R  U-500 vial,Preferred,ENDOCRINE MEDICATIONS
HUMULIN R  U-500 pen,Preferred,ENDOCRINE MEDICATIONS
HUMULIN 70/30 KWIKPEN,Preferred,ENDOCRINE MEDICATIONS
HUMULIN N KWIKPEN,Non-Preferred,ENDOCRINE MEDICATIONS
insulin aspart pens and cartridges generic,Preferred,ENDOCRINE MEDICATIONS
insulin aspart vial generic,Preferred,ENDOCRINE MEDICATIONS
insulin aspart  protamine/insulin aspart 70/30 pens generic,Preferred,ENDOCRINE MEDICATIONS
insulin aspart protamine/insulin aspart 70/30 vial generic,Preferred,ENDOCRINE MEDICATIONS
insulin lispro pens generic,Preferred,ENDOCRINE MEDICATIONS
insulin lispro vial generic,Preferred,ENDOCRINE MEDICATIONS
insulin lispro protamine/insulin lispro 75/25 pens generic,Preferred,ENDOCRINE MEDICATIONS
LANTUS,Preferred,ENDOCRINE MEDICATIONS
LANTUS SOLOSTAR,Preferred,ENDOCRINE MEDICATIONS
"LYUMJEV KWIKPEN, -VIAL",Non-Preferred,ENDOCRINE MEDICATIONS
NOVOLIN,Non-Preferred,ENDOCRINE MEDICATIONS
NOVOLIN 70/30 FLEXPEN,Non-Preferred,ENDOCRINE MEDICATIONS
"NOVOLIN N, -R FLEXPEN",Preferred,ENDOCRINE MEDICATIONS
SEMGLEE vials and pens,Non-Preferred,ENDOCRINE MEDICATIONS
TOUJEO,Preferred,ENDOCRINE MEDICATIONS
"TRESIBA FLEX,  -INJ.",Non-Preferred,ENDOCRINE MEDICATIONS
XULTOPHY,Non-Preferred,ENDOCRINE MEDICATIONS
acarbose,Preferred,ENDOCRINE MEDICATIONS
alogliptin generic,Non-Preferred,ENDOCRINE MEDICATIONS
alogliptin-metformin generic,Non-Preferred,ENDOCRINE MEDICATIONS
alogliptin-pioglitazone generic,Non-Preferred,ENDOCRINE MEDICATIONS
AVANDIA,Non-Preferred,ENDOCRINE MEDICATIONS
CYCLOSET,Non-Preferred,ENDOCRINE MEDICATIONS
FARXIGA,Preferred,ENDOCRINE MEDICATIONS
FORTAMET ER,Non-Preferred,ENDOCRINE MEDICATIONS
glimepiride generic,Preferred,ENDOCRINE MEDICATIONS
"glipizide, XL",Preferred,ENDOCRINE MEDICATIONS
glipizide/metformin generic,Preferred,ENDOCRINE MEDICATIONS
GLUMETZA ER,Non-Preferred,ENDOCRINE MEDICATIONS
glyburide generic,Preferred,ENDOCRINE MEDICATIONS
glyburide/metformin generic,Preferred,ENDOCRINE MEDICATIONS
GLYXAMBI,Non-Preferred,ENDOCRINE MEDICATIONS
INVOKANA,Non-Preferred,ENDOCRINE MEDICATIONS
INVOKAMET,Non-Preferred,ENDOCRINE MEDICATIONS
INVOKAMET XR,Non-Preferred,ENDOCRINE MEDICATIONS
JANUMET,Preferred,ENDOCRINE MEDICATIONS
JANUMET XR,Preferred,ENDOCRINE MEDICATIONS
JANUVIA,Preferred,ENDOCRINE MEDICATIONS
JARDIANCE,Preferred,ENDOCRINE MEDICATIONS
JENTADUETO,Preferred,ENDOCRINE MEDICATIONS
JENTADUETO XR,Preferred,ENDOCRINE MEDICATIONS
metformin generic,Preferred,ENDOCRINE MEDICATIONS
metformin er (generic for Glucophage XR),Preferred,ENDOCRINE MEDICATIONS
metformin er (generic for Glumetza),Preferred,ENDOCRINE MEDICATIONS
metformin er osmotic (generic for Fortamet ER),Non-Preferred,ENDOCRINE MEDICATIONS
miglitol generic,Non-Preferred,ENDOCRINE MEDICATIONS
nateglinide generic,Preferred,ENDOCRINE MEDICATIONS
pioglitazone generic,Preferred,ENDOCRINE MEDICATIONS
pioglitazone/glimepiride generic,Non-Preferred,ENDOCRINE MEDICATIONS
pioglitazone/metformin generic,Non-Preferred,ENDOCRINE MEDICATIONS
QTERN,Non-Preferred,ENDOCRINE MEDICATIONS
repaglinide generic,Preferred,ENDOCRINE MEDICATIONS
SEGLUROMET,Non-Preferred,ENDOCRINE MEDICATIONS
STEGLATRO,Non-Preferred,ENDOCRINE MEDICATIONS
STEGLUJAN,Non-Preferred,ENDOCRINE MEDICATIONS
"SYNJARDY, -XR",Non-Preferred,ENDOCRINE MEDICATIONS
tolbutamide generic,Non-Preferred,ENDOCRINE MEDICATIONS
TRADJENTA,Preferred,ENDOCRINE MEDICATIONS
TRIJARDY XR,Non-Preferred,ENDOCRINE MEDICATIONS
XIGDUO XR,Preferred,ENDOCRINE MEDICATIONS
ADLYXIN,Non-Preferred,ENDOCRINE MEDICATIONS
BYDUREON BCISE,Non-Preferred,ENDOCRINE MEDICATIONS
BYETTA,Preferred,ENDOCRINE MEDICATIONS
MOUNJARO,Non-Preferred,ENDOCRINE MEDICATIONS
OZEMPIC,Non-Preferred,ENDOCRINE MEDICATIONS
RYBELSUS,Non-Preferred,ENDOCRINE MEDICATIONS
SOLIQUA,Non-Preferred,ENDOCRINE MEDICATIONS
SYMLINPEN,Preferred,ENDOCRINE MEDICATIONS
TRULICITY,Non-Preferred,ENDOCRINE MEDICATIONS
VICTOZA,Preferred,ENDOCRINE MEDICATIONS
ARMOUR THYROID,Preferred,ENDOCRINE MEDICATIONS
ERMEZA,Preferred,ENDOCRINE MEDICATIONS
levothyroxine tabs generic,Preferred,ENDOCRINE MEDICATIONS
levothyroxine inj. generic,Preferred,ENDOCRINE MEDICATIONS
liothyronine inj. generic,Preferred,ENDOCRINE MEDICATIONS
liothyronine tabs generic,Preferred,ENDOCRINE MEDICATIONS
"np thyroid 30mg, 60mg 90mg tab generic",Preferred,ENDOCRINE MEDICATIONS
THYQUIDITY,Non-Preferred,ENDOCRINE MEDICATIONS
AGAMREE,Non-Preferred,ENDOCRINE MEDICATIONS
ALKINDI,Non-Preferred,ENDOCRINE MEDICATIONS
BAQSIMI,Preferred,ENDOCRINE MEDICATIONS
BUPHENYL,Preferred,ENDOCRINE MEDICATIONS
CEREZYME,Preferred,ENDOCRINE MEDICATIONS
CERDELGA,Preferred,ENDOCRINE MEDICATIONS
CRENESSITY,Preferred,ENDOCRINE MEDICATIONS
CRYSVITA,Non-Preferred,ENDOCRINE MEDICATIONS
DDAVP NASAL,Preferred,ENDOCRINE MEDICATIONS
desmopressin generic,Preferred,ENDOCRINE MEDICATIONS
dexamethasone generic,Preferred,ENDOCRINE MEDICATIONS
DOSTINEX,Preferred,ENDOCRINE MEDICATIONS
ELELYSO,Preferred,ENDOCRINE MEDICATIONS
EMFLAZA,Non-Preferred,ENDOCRINE MEDICATIONS
FLO-PRED SUSPENSION,Non-Preferred,ENDOCRINE MEDICATIONS
GALAFOLD,Preferred,ENDOCRINE MEDICATIONS
GLUCAGON INJ. KIT (except Fresenius),Non-Preferred,ENDOCRINE MEDICATIONS
"GVOKE PFS, -HYPO",Non-Preferred,ENDOCRINE MEDICATIONS
HEMADY,Non-Preferred,ENDOCRINE MEDICATIONS
hydrocortisone generic,Preferred,ENDOCRINE MEDICATIONS
ISTURISA,Preferred,ENDOCRINE MEDICATIONS
KERENDIA,Non-Preferred,ENDOCRINE MEDICATIONS
KORLYM,Preferred,ENDOCRINE MEDICATIONS
MEDROL 2mg,Preferred,ENDOCRINE MEDICATIONS
methylprednisolone generic,Preferred,ENDOCRINE MEDICATIONS
miglustat (Patriot generic only),Preferred,ENDOCRINE MEDICATIONS
MILLIPRED ORAL SOLN.,Non-Preferred,ENDOCRINE MEDICATIONS
MYALEPT,Preferred,ENDOCRINE MEDICATIONS
NATPARA,Non-Preferred,ENDOCRINE MEDICATIONS
nitisinone generic,Preferred,ENDOCRINE MEDICATIONS
OLPRUVA PAK,Preferred,ENDOCRINE MEDICATIONS
OPFOLDA,Non-Preferred,ENDOCRINE MEDICATIONS
ORFADIN SUSP.,Preferred,ENDOCRINE MEDICATIONS
PHEBURANE,Preferred,ENDOCRINE MEDICATIONS
prednisolone oral soln. 10mg/5ml,Non-Preferred,ENDOCRINE MEDICATIONS
prednisolone oral soln. 15mg/5ml generic,Preferred,ENDOCRINE MEDICATIONS
prednisolone oral soln. 20mg/5ml,Non-Preferred,ENDOCRINE MEDICATIONS
prednisolone oral soln. 25mg/5ml generic,Preferred,ENDOCRINE MEDICATIONS
prednisolone odt generic,Non-Preferred,ENDOCRINE MEDICATIONS
prednisolone tabs generic,Non-Preferred,ENDOCRINE MEDICATIONS
prednisone generic,Preferred,ENDOCRINE MEDICATIONS
raloxifene generic,Preferred,ENDOCRINE MEDICATIONS
RAVICTI,Non-Preferred,ENDOCRINE MEDICATIONS
RAYOS,Non-Preferred,ENDOCRINE MEDICATIONS
RECORLEV,Non-Preferred,ENDOCRINE MEDICATIONS
REVCOVI,Non-Preferred,ENDOCRINE MEDICATIONS
"SIGNIFOR, -LAR",Non-Preferred,ENDOCRINE MEDICATIONS
sodium phenylbutyrate generic,Non-Preferred,ENDOCRINE MEDICATIONS
STRENSIQ,Preferred,ENDOCRINE MEDICATIONS
TAPERDEX,Non-Preferred,ENDOCRINE MEDICATIONS
TARPEYO,Non-Preferred,ENDOCRINE MEDICATIONS
VERIPRED 20 SOL 20MG/5ML,Non-Preferred,ENDOCRINE MEDICATIONS
VIMIZIM,Preferred,ENDOCRINE MEDICATIONS
VPRIV,Preferred,ENDOCRINE MEDICATIONS
ZAVESCA,Preferred,ENDOCRINE MEDICATIONS
ZEGALOGUE,Preferred,ENDOCRINE MEDICATIONS
cimetidine generic,Preferred,GASTROINTESTINAL MEDICATIONS
"famotidine inj., tab generic",Preferred,GASTROINTESTINAL MEDICATIONS
famotidine suspension generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
"nizatidine caps, solution generic",Non-Preferred,GASTROINTESTINAL MEDICATIONS
DEXILANT,Non-Preferred,GASTROINTESTINAL MEDICATIONS
esomeprazole inj. generic,Non-Preferred,GASTROINTESTINAL MEDICATIONS
esomeprazole magnesium cap (generic Nexium),Non-Preferred,GASTROINTESTINAL MEDICATIONS
