Therapeutic Category,Brand Name,Generic Name,Min Age,Max Age,PA Required
ANTIBIOTIC ANTINEOPLASTICS,IDARUBICIN HCL 10 MG/10 ML VL,IDARUBICIN HCL,0,999,No
ANTIBIOTIC ANTINEOPLASTICS,IDARUBICIN HCL 20 MG/20 ML VL,IDARUBICIN HCL,0,999,No
ANTIBIOTIC ANTINEOPLASTICS,IDARUBICIN HCL 5 MG/5 ML VIAL,IDARUBICIN HCL,0,999,No
ANTIBIOTIC ANTINEOPLASTICS,MITOMYCIN 20 MG VIAL,MITOMYCIN,0,999,No
ANTIBIOTIC ANTINEOPLASTICS,MITOMYCIN 40 MG VIAL,MITOMYCIN,0,999,No
ANTIBIOTIC ANTINEOPLASTICS,MITOMYCIN 5 MG VIAL,MITOMYCIN,0,999,No
STEROID ANTINEOPLASTICS,MEGESTROL 20 MG TABLET,MEGESTROL ACETATE,0,999,No
STEROID ANTINEOPLASTICS,MEGESTROL 40 MG TABLET,MEGESTROL ACETATE,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",DACARBAZINE 100 MG VIAL,DACARBAZINE,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",DACARBAZINE 200 MG VIAL,DACARBAZINE,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",DOCETAXEL 160 MG/16 ML VIAL,DOCETAXEL,18,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",DOCETAXEL 160 MG/8 ML VIAL,DOCETAXEL,18,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",DOCETAXEL 20 MG/2 ML VIAL,DOCETAXEL,18,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",DOCETAXEL 20 MG/ML VIAL,DOCETAXEL,18,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",DOCETAXEL 80 MG/4 ML VIAL,DOCETAXEL,18,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",DOCETAXEL 80 MG/8 ML VIAL,DOCETAXEL,18,999,No
"ANTINEOPLASTICS,MISCELLANEOUS","ETOPOSIDE 1,000 MG/50 ML VIAL",ETOPOSIDE,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",ETOPOSIDE 100 MG/5 ML VIAL,ETOPOSIDE,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",ETOPOSIDE 500 MG/25 ML VIAL,ETOPOSIDE,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",MATULANE 50 MG CAPSULE,PROCARBAZINE HCL,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",MITOXANTRONE 20 MG/10 ML VIAL,MITOXANTRONE HCL,18,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",MITOXANTRONE 25 MG/12.5 ML VL,MITOXANTRONE HCL,18,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",MITOXANTRONE 30 MG/15 ML VIAL,MITOXANTRONE HCL,18,999,No
"ANTINEOPLASTICS,MISCELLANEOUS","ONCASPAR 3,750 UNIT/5 ML VIAL",PEGASPARGASE,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",PACLITAXEL 100 MG/16.7 ML VIAL,PACLITAXEL,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",PACLITAXEL 150 MG/25 ML VIAL,PACLITAXEL,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",PACLITAXEL 30 MG/5 ML VIAL,PACLITAXEL,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",PACLITAXEL 300 MG/50 ML VIAL,PACLITAXEL,0,999,No
"ANTINEOPLASTICS,MISCELLANEOUS",TRETINOIN 10 MG CAPSULE,TRETINOIN,1,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,DEXRAZOXANE 250 MG VIAL,DEXRAZOXANE HCL,18,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,DEXRAZOXANE 500 MG VIAL,DEXRAZOXANE HCL,18,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CAL 100 MG/10 ML VL,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CAL 500 MG/50 ML VL,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CALCIUM 10 MG TAB,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CALCIUM 100 MG VIAL,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CALCIUM 15 MG TAB,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CALCIUM 200 MG VIAL,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CALCIUM 25 MG TAB,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CALCIUM 350 MG VIAL,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CALCIUM 5 MG TAB,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CALCIUM 50 MG VIAL,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,LEUCOVORIN CALCIUM 500 MG VIAL,LEUCOVORIN CALCIUM,0,999,No
CHEMOTHERAPY RESCUE/ANTIDOTE AGENTS,MESNA 1 GRAM/10 ML VIAL,MESNA,0,999,No
ANTINEOPLASTIC - ANTIANDROGENIC AGENTS,ABIRATERONE ACETATE 250 MG TAB,ABIRATERONE ACETATE,18,999,No
ANTINEOPLASTIC - ANTIANDROGENIC AGENTS,ABIRATERONE ACETATE 500 MG TAB,ABIRATERONE ACETATE,18,999,No
ANTINEOPLASTIC - ANTIANDROGENIC AGENTS,BICALUTAMIDE 50 MG TABLET,BICALUTAMIDE,18,999,No
ANTINEOPLASTIC - ANTIANDROGENIC AGENTS,XTANDI 40 MG CAPSULE,ENZALUTAMIDE,18,999,No
ANTINEOPLASTICS ANTIBODY/ANTIBODY-DRUG COMPLEXES,CAMPATH 30 MG/ML VIAL,ALEMTUZUMAB,0,999,No
ANTINEOPLASTIC IMMUNOMODULATOR AGENTS,REVLIMID 10 MG CAPSULE,LENALIDOMIDE,18,999,Error
ANTINEOPLASTIC IMMUNOMODULATOR AGENTS,REVLIMID 15 MG CAPSULE,LENALIDOMIDE,18,999,Error
ANTINEOPLASTIC IMMUNOMODULATOR AGENTS,REVLIMID 2.5 MG CAPSULE,LENALIDOMIDE,18,999,Error
ANTINEOPLASTIC IMMUNOMODULATOR AGENTS,REVLIMID 20 MG CAPSULE,LENALIDOMIDE,18,999,Error
ANTINEOPLASTIC IMMUNOMODULATOR AGENTS,REVLIMID 25 MG CAPSULE,LENALIDOMIDE,18,999,Error
ANTINEOPLASTIC IMMUNOMODULATOR AGENTS,REVLIMID 5 MG CAPSULE,LENALIDOMIDE,18,999,Error
"ANTINEOPLASTIC LHRH(GNRH) AGONIST,PITUITARY SUPPR.",LEUPROLIDE 2WK 14 MG/2.8 ML KT,LEUPROLIDE ACETATE,0,999,Error
"ANTINEOPLASTIC LHRH(GNRH) AGONIST,PITUITARY SUPPR.",LEUPROLIDE 2WK 14 MG/2.8 ML VL,LEUPROLIDE ACETATE,0,999,Error
"ANTINEOPLASTIC LHRH(GNRH) AGONIST,PITUITARY SUPPR.",LEUPROLIDE DEPOT 22.5 MG VIAL,LEUPROLIDE ACETATE,18,999,Error
"ANTINEOPLASTIC LHRH(GNRH) AGONIST,PITUITARY SUPPR.",LUPRON DEPOT 22.5 MG 3MO KIT,LEUPROLIDE ACETATE,18,999,Error
"ANTINEOPLASTIC LHRH(GNRH) AGONIST,PITUITARY SUPPR.",LUPRON DEPOT 45 MG 6MO KIT,LEUPROLIDE ACETATE,18,999,Error
"ANTINEOPLASTIC LHRH(GNRH) AGONIST,PITUITARY SUPPR.",LUPRON DEPOT 7.5 MG KIT,LEUPROLIDE ACETATE,18,999,Error
"ANTINEOPLASTIC LHRH(GNRH) AGONIST,PITUITARY SUPPR.",LUPRON DEPOT-4 MONTH KIT,LEUPROLIDE ACETATE,18,999,Error
"ANTINEOPLASTIC LHRH(GNRH) AGONIST,PITUITARY SUPPR.",TRELSTAR 11.25 MG VIAL,TRIPTORELIN PAMOATE,18,999,Error
"ANTINEOPLASTIC LHRH(GNRH) AGONIST,PITUITARY SUPPR.",TRELSTAR 22.5 MG VIAL,TRIPTORELIN PAMOATE,18,999,Error
"ANTINEOPLASTIC LHRH(GNRH) AGONIST,PITUITARY SUPPR.",TRELSTAR 3.75 MG VIAL,TRIPTORELIN PAMOATE,18,999,Error
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,BORTEZOMIB 1 MG VIAL,BORTEZOMIB,0,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,BORTEZOMIB 2.5 MG VIAL,BORTEZOMIB,0,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,BORTEZOMIB 3.5 MG VIAL,BORTEZOMIB,0,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,BORTEZOMIB 3.5 MG/1.4 ML VIAL,BORTEZOMIB,0,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,BORTEZOMIB 3.5 MG/3.5 ML VIAL,BORTEZOMIB,0,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,ERLOTINIB HCL 100 MG TABLET,ERLOTINIB HCL,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,ERLOTINIB HCL 150 MG TABLET,ERLOTINIB HCL,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,ERLOTINIB HCL 25 MG TABLET,ERLOTINIB HCL,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,IBRANCE 100 MG CAPSULE,PALBOCICLIB,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,IBRANCE 100 MG TABLET,PALBOCICLIB,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,IBRANCE 125 MG CAPSULE,PALBOCICLIB,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,IBRANCE 125 MG TABLET,PALBOCICLIB,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,IBRANCE 75 MG CAPSULE,PALBOCICLIB,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,IBRANCE 75 MG TABLET,PALBOCICLIB,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,IMATINIB MESYLATE 100 MG TAB,IMATINIB MESYLATE,1,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,IMATINIB MESYLATE 400 MG TAB,IMATINIB MESYLATE,1,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,KISQALI 200 MG DAILY DOSE,RIBOCICLIB SUCCINATE,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,KISQALI 400 MG DAILY DOSE,RIBOCICLIB SUCCINATE,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,KISQALI 600 MG DAILY DOSE,RIBOCICLIB SUCCINATE,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,SUTENT 12.5 MG CAPSULE,SUNITINIB MALATE,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,SUTENT 25 MG CAPSULE,SUNITINIB MALATE,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,SUTENT 37.5 MG CAPSULE,SUNITINIB MALATE,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,SUTENT 50 MG CAPSULE,SUNITINIB MALATE,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,VERZENIO 100 MG TABLET,ABEMACICLIB,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,VERZENIO 150 MG TABLET,ABEMACICLIB,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,VERZENIO 200 MG TABLET,ABEMACICLIB,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,VERZENIO 50 MG TABLET,ABEMACICLIB,18,999,No
ANTINEOPLASTIC SYSTEMIC ENZYME INHIBITORS,VOTRIENT 200 MG TABLET,PAZOPANIB HCL,18,999,No
SELECTIVE ESTROGEN RECEPTOR MODULATORS (SERMS),FULVESTRANT 250 MG/5 ML SYRING,FULVESTRANT,0,999,No
SELECTIVE ESTROGEN RECEPTOR MODULATORS (SERMS),SOLTAMOX 20 MG/10 ML SOLN,TAMOXIFEN CITRATE,18,999,No
SELECTIVE ESTROGEN RECEPTOR MODULATORS (SERMS),TAMOXIFEN 10 MG TABLET,TAMOXIFEN CITRATE,18,999,No
SELECTIVE ESTROGEN RECEPTOR MODULATORS (SERMS),TAMOXIFEN 20 MG TABLET,TAMOXIFEN CITRATE,18,999,No
ANTINEOPLASTIC EGF RECEPTOR BLOCKER MCLON ANTIBODY,PERJETA 420 MG/14 ML VIAL,PERTUZUMAB,0,999,No
ANTINEOPLASTIC EGF RECEPTOR BLOCKER MCLON ANTIBODY,TRAZIMERA 150 MG VIAL,TRASTUZUMAB-QYYP,0,999,No
ANTINEOPLASTIC EGF RECEPTOR BLOCKER MCLON ANTIBODY,TRAZIMERA 420 MG VIAL,TRASTUZUMAB-QYYP,0,999,No
ANTINEOPLAST HUM VEGF INHIBITOR RECOMB MC ANTIBODY,ZIRABEV 100 MG/4 ML VIAL,BEVACIZUMAB-BVZR,18,999,Error
ANTINEOPLAST HUM VEGF INHIBITOR RECOMB MC ANTIBODY,ZIRABEV 400 MG/16 ML VIAL,BEVACIZUMAB-BVZR,18,999,Error
ANTINEOPLASTIC COMB - KINASE AND AROMATASE INHIBIT,KISQALI FEMARA 200 MG CO-PACK,RIBOCICLIB SUCCINATE/LETROZOLE,18,999,No
ANTINEOPLASTIC COMB - KINASE AND AROMATASE INHIBIT,KISQALI FEMARA 400 MG CO-PACK,RIBOCICLIB SUCCINATE/LETROZOLE,18,999,No
ANTINEOPLASTIC COMB - KINASE AND AROMATASE INHIBIT,KISQALI FEMARA 600 MG CO-PACK,RIBOCICLIB SUCCINATE/LETROZOLE,18,999,No
ANTINEOPLASTIC - BRAF KINASE INHIBITORS,TAFINLAR 50 MG CAPSULE,DABRAFENIB MESYLATE,1,999,No
ANTINEOPLASTIC - BRAF KINASE INHIBITORS,TAFINLAR 75 MG CAPSULE,DABRAFENIB MESYLATE,1,999,No
ANTINEOPLASTIC - MTOR KINASE INHIBITORS,EVEROLIMUS 10 MG TABLET,EVEROLIMUS,1,999,No
ANTINEOPLASTIC - MTOR KINASE INHIBITORS,EVEROLIMUS 2.5 MG TABLET,EVEROLIMUS,1,999,No
ANTINEOPLASTIC - MTOR KINASE INHIBITORS,EVEROLIMUS 5 MG TABLET,EVEROLIMUS,1,999,No
ANTINEOPLASTIC - MTOR KINASE INHIBITORS,EVEROLIMUS 7.5 MG TABLET,EVEROLIMUS,1,999,No
ANTINEOPLASTIC - TOPOISOMERASE I INHIBITORS,IRINOTECAN HCL 100 MG/5 ML VL,IRINOTECAN HCL,0,999,No
ANTINEOPLASTIC - TOPOISOMERASE I INHIBITORS,IRINOTECAN HCL 300 MG/15 ML VL,IRINOTECAN HCL,0,999,No
ANTINEOPLASTIC - TOPOISOMERASE I INHIBITORS,IRINOTECAN HCL 40 MG/2 ML VIAL,IRINOTECAN HCL,0,999,No
ANTINEOPLASTIC - TOPOISOMERASE I INHIBITORS,IRINOTECAN HCL 500 MG/25 ML VL,IRINOTECAN HCL,0,999,No
ANTINEOPLASTIC - TOPOISOMERASE I INHIBITORS,TOPOTECAN HCL 4 MG VIAL,TOPOTECAN HCL,18,999,No
ANTINEOPLASTIC - TOPOISOMERASE I INHIBITORS,TOPOTECAN HCL 4 MG/4 ML VIAL,TOPOTECAN HCL,18,999,No
ANTINEOPLASTIC - AROMATASE INHIBITORS,ANASTROZOLE 1 MG TABLET,ANASTROZOLE,18,999,No
ANTINEOPLASTIC - AROMATASE INHIBITORS,EXEMESTANE 25 MG TABLET,EXEMESTANE,18,999,No
ANTINEOPLASTIC - AROMATASE INHIBITORS,LETROZOLE 2.5 MG TABLET,LETROZOLE,18,999,No
ANTINEOPLASTIC - MEK1 AND MEK2 KINASE INHIBITORS,MEKINIST 0.5 MG TABLET,TRAMETINIB DIMETHYL SULFOXIDE,1,999,No
ANTINEOPLASTIC - MEK1 AND MEK2 KINASE INHIBITORS,MEKINIST 2 MG TABLET,TRAMETINIB DIMETHYL SULFOXIDE,1,999,No
ANTINEOPLASTIC-B CELL LYMPHOMA-2(BCL-2) INHIBITORS,VENCLEXTA 10 MG TAB (10MG X 2),VENETOCLAX,18,999,No
ANTINEOPLASTIC-B CELL LYMPHOMA-2(BCL-2) INHIBITORS,VENCLEXTA 10 MG TABLET,VENETOCLAX,18,999,No
ANTINEOPLASTIC-B CELL LYMPHOMA-2(BCL-2) INHIBITORS,VENCLEXTA 100 MG TABLET,VENETOCLAX,18,999,No
ANTINEOPLASTIC-B CELL LYMPHOMA-2(BCL-2) INHIBITORS,VENCLEXTA 50 MG TABLET,VENETOCLAX,18,999,No
"INTERLEUKIN-4(IL-4) RECEPTOR ALPHA ANTAGONIST, MAB",DUPIXENT 100 MG/0.67 ML SYRING,DUPILUMAB,0,999,Error
"INTERLEUKIN-4(IL-4) RECEPTOR ALPHA ANTAGONIST, MAB",DUPIXENT 200 MG/1.14 ML PEN,DUPILUMAB,0,999,Error
"INTERLEUKIN-4(IL-4) RECEPTOR ALPHA ANTAGONIST, MAB",DUPIXENT 200 MG/1.14 ML SYRING,DUPILUMAB,0,999,Error
"INTERLEUKIN-4(IL-4) RECEPTOR ALPHA ANTAGONIST, MAB",DUPIXENT 300 MG/2 ML PEN,DUPILUMAB,0,999,Error
"INTERLEUKIN-4(IL-4) RECEPTOR ALPHA ANTAGONIST, MAB",DUPIXENT 300 MG/2 ML SYRINGE,DUPILUMAB,0,999,Error
THYMIC STROMAL LYMPHOPOIETIN (TSLP) INHIBITORS,TEZSPIRE 210 MG/1.91 ML PEN,TEZEPELUMAB-EKKO,12,999,Error
THYMIC STROMAL LYMPHOPOIETIN (TSLP) INHIBITORS,TEZSPIRE 210 MG/1.91 ML SYRING,TEZEPELUMAB-EKKO,12,999,Error
"INTERLEUKIN-13 (IL-13) INHIBITORS, MAB",ADBRY 150 MG/ML SYRINGE,TRALOKINUMAB-LDRM,12,999,Error
"INTERLEUKIN-13 (IL-13) INHIBITORS, MAB",ADBRY 300 MG/2 ML AUTOINJECTOR,TRALOKINUMAB-LDRM,12,999,Error
HEP C VIRUS-NS5B POLYMERASE AND NS5A INHIB. COMBO.,SOFOSBUVIR-VELPATASVIR 400-100,SOFOSBUVIR/VELPATASVIR,3,999,Error
HEPATITIS C VIRUS- NS5A AND NS3/4A INHIBITOR COMB,MAVYRET 100-40 MG TABLET,GLECAPREVIR/PIBRENTASVIR,3,999,Error
HEPATITIS C VIRUS- NS5A AND NS3/4A INHIBITOR COMB,MAVYRET 50-20 MG PELLET PACKET,GLECAPREVIR/PIBRENTASVIR,3,999,Error
"HEP C - NS5A, NS3/4A, NUCLEOTIDE NS5B INHIB COMBO",VOSEVI 400-100-100 MG TABLET,SOFOSBUVIR/VELPATAS/VOXILAPREV,18,999,Error
"ANTIRETROVIRAL-NUCLEOSIDE,NUCLEOTIDE,PROTEASE INH.",SYMTUZA 800-150-200-10 MG TAB,DARUNAVIR/COB/EMTRI/TENOF ALAF,12,999,Error
ANTIRETROVIRAL-INTEGRASE INHIBITOR AND NNRTI COMB.,CABENUVA ER 400 MG-600 MG SUSP,CABOTEGRAVIR/RILPIVIRINE,12,999,Error
ANTIRETROVIRAL-INTEGRASE INHIBITOR AND NNRTI COMB.,CABENUVA ER 600 MG-900 MG SUSP,CABOTEGRAVIR/RILPIVIRINE,12,999,Error
ANTIRETROVIRAL-INTEGRASE INHIBITOR AND NNRTI COMB.,JULUCA 50-25 MG TABLET,DOLUTEGRAVIR/RILPIVIRINE,18,999,Error
ANTIRETROVIRAL - ANTI-CD4 DOMAIN 2 MONOCLONAL AB,TROGARZO 200 MG/1.33 ML VIAL,IBALIZUMAB-UIYK,18,999,Error
ANTIRETROVIRAL-INTEGRASE INHIBITOR AND NRTI COMB.,DOVATO 50-300 MG TABLET,DOLUTEGRAVIR SODIUM/LAMIVUDINE,12,999,Error
ANTIRETROVIRAL - CAPSID INHIBITORS,SUNLENCA 4- 300 MG TABLET,LENACAPAVIR SODIUM,18,999,Error
ANTIRETROVIRAL - CAPSID INHIBITORS,SUNLENCA 463.5 MG/1.5 ML VIAL,LENACAPAVIR SODIUM,18,999,Error
ANTIRETROVIRAL - CAPSID INHIBITORS,SUNLENCA 5- 300 MG TABLET,LENACAPAVIR SODIUM,18,999,Error
PENICILLIN ANTIBIOTICS,AMOX-CLAV 200-28.5 MG/5 ML SUS,AMOXICILLIN/POTASSIUM CLAV,0,999,No
PENICILLIN ANTIBIOTICS,AMOX-CLAV 250-125 MG TABLET,AMOXICILLIN/POTASSIUM CLAV,0,999,No
PENICILLIN ANTIBIOTICS,AMOX-CLAV 250-62.5 MG/5 ML SUS,AMOXICILLIN/POTASSIUM CLAV,0,999,No
PENICILLIN ANTIBIOTICS,AMOX-CLAV 400-57 MG/5 ML SUSP,AMOXICILLIN/POTASSIUM CLAV,0,999,No
PENICILLIN ANTIBIOTICS,AMOX-CLAV 500-125 MG TABLET,AMOXICILLIN/POTASSIUM CLAV,0,999,No
PENICILLIN ANTIBIOTICS,AMOX-CLAV 600-42.9 MG/5 ML SUS,AMOXICILLIN/POTASSIUM CLAV,0,999,No
PENICILLIN ANTIBIOTICS,AMOX-CLAV 875-125 MG TABLET,AMOXICILLIN/POTASSIUM CLAV,0,999,No
PENICILLIN ANTIBIOTICS,AMOXICILLIN 125 MG TAB CHEW,AMOXICILLIN,0,999,No
PENICILLIN ANTIBIOTICS,AMOXICILLIN 125 MG/5 ML SUSP,AMOXICILLIN,0,999,No
PENICILLIN ANTIBIOTICS,AMOXICILLIN 200 MG/5 ML SUSP,AMOXICILLIN,0,999,No
PENICILLIN ANTIBIOTICS,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,0,999,No
PENICILLIN ANTIBIOTICS,AMOXICILLIN 250 MG TAB CHEW,AMOXICILLIN,0,999,No
PENICILLIN ANTIBIOTICS,AMOXICILLIN 250 MG/5 ML SUSP,AMOXICILLIN,0,999,No
PENICILLIN ANTIBIOTICS,AMOXICILLIN 400 MG/5 ML SUSP,AMOXICILLIN,0,999,No
PENICILLIN ANTIBIOTICS,AMOXICILLIN 500 MG CAPSULE,AMOXICILLIN,0,999,No
PENICILLIN ANTIBIOTICS,AMOXICILLIN 500 MG TABLET,AMOXICILLIN,0,999,No
PENICILLIN ANTIBIOTICS,AMOXICILLIN 875 MG TABLET,AMOXICILLIN,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN 1 GM ADD-VANTAGE VL,AMPICILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN 1 GM VIAL,AMPICILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN 10 GM BOTTLE,AMPICILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN 10 GM VIAL,AMPICILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN 125 MG VIAL,AMPICILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN 2 GM ADD-VANTAGE VL,AMPICILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN 2 GM VIAL,AMPICILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN 250 MG VIAL,AMPICILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN 500 MG CAPSULE,AMPICILLIN TRIHYDRATE,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN 500 MG VIAL,AMPICILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN-SULB 1.5 G ADD VIAL,AMPICILLIN SOD/SULBACTAM SOD,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN-SULB 3 GM ADD VIAL,AMPICILLIN SOD/SULBACTAM SOD,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN-SULBACTAM 1.5 GM VL,AMPICILLIN SOD/SULBACTAM SOD,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN-SULBACTAM 15 GM BTL,AMPICILLIN SOD/SULBACTAM SOD,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN-SULBACTAM 15 GM VL,AMPICILLIN SOD/SULBACTAM SOD,0,999,No
PENICILLIN ANTIBIOTICS,AMPICILLIN-SULBACTAM 3 GM VIAL,AMPICILLIN SOD/SULBACTAM SOD,0,999,No
PENICILLIN ANTIBIOTICS,BICILLIN C-R 1.2 MILLION UNIT,PEN G BENZ/PEN G PROCAINE,0,999,No
PENICILLIN ANTIBIOTICS,BICILLIN C-R 900-300 SYRINGE,PEN G BENZ/PEN G PROCAINE,0,999,No
PENICILLIN ANTIBIOTICS,"BICILLIN L-A 1,200,000 UNITS",PENICILLIN G BENZATHINE,0,999,No
PENICILLIN ANTIBIOTICS,"BICILLIN L-A 2,400,000 UNITS",PENICILLIN G BENZATHINE,0,999,No
PENICILLIN ANTIBIOTICS,"BICILLIN L-A 600,000 UNIT/ML",PENICILLIN G BENZATHINE,0,999,No
PENICILLIN ANTIBIOTICS,DICLOXACILLIN 250 MG CAPSULE,DICLOXACILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,DICLOXACILLIN 500 MG CAPSULE,DICLOXACILLIN SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,PENICILLIN G NA 5 MILLION UNIT,PENICILLIN G SODIUM,0,999,No
PENICILLIN ANTIBIOTICS,PENICILLIN VK 125 MG/5 ML SOLN,PENICILLIN V POTASSIUM,0,999,No
PENICILLIN ANTIBIOTICS,PENICILLIN VK 250 MG TABLET,PENICILLIN V POTASSIUM,0,999,No
PENICILLIN ANTIBIOTICS,PENICILLIN VK 250 MG/5 ML SOLN,PENICILLIN V POTASSIUM,0,999,No
PENICILLIN ANTIBIOTICS,PENICILLIN VK 500 MG TABLET,PENICILLIN V POTASSIUM,0,999,No
PENICILLIN ANTIBIOTICS,PIPERACIL-TAZO 2.25 GM ADD VL,PIPERACILLIN SODIUM/TAZOBACTAM,0,999,No
PENICILLIN ANTIBIOTICS,PIPERACIL-TAZO 3.375 GM ADD VL,PIPERACILLIN SODIUM/TAZOBACTAM,0,999,No
PENICILLIN ANTIBIOTICS,PIPERACIL-TAZO 4.5 GM ADD VIAL,PIPERACILLIN SODIUM/TAZOBACTAM,0,999,No
PENICILLIN ANTIBIOTICS,PIPERACIL-TAZOBACT 13.5 GM VL,PIPERACILLIN SODIUM/TAZOBACTAM,0,999,No
PENICILLIN ANTIBIOTICS,PIPERACIL-TAZOBACT 2.25 GM VL,PIPERACILLIN SODIUM/TAZOBACTAM,0,999,No
