ST,Class
MS,ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs)
MS,ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS
MS,ANGIOTENSIN MODULATORS (continued): DIRECT RENIN INHIBITORS
MS,ANGIOTENSIN MODULATORS (continued): DIRECT RENIN INHIBITOR COMBINATIONS
MS,ANTIBIOTICS (GI) & RELATED AGENTS
MS,ANTIBIOTICS (MISCELLANEOUS): LINCOSAMIDE ANTIBIOTICS
MS,ANTIBIOTICS (MISCELLANEOUS): MACROLIDES
MS,ANTIBIOTICS (MISCELLANEOUS): NITROFURANTOIN DERIVATIVES
MS,ANTIBIOTICS (MISCELLANEOUS): OXAZOLIDINONES
MS,ANTIBIOTICS (TOPICAL)
MS,ANTIBIOTICS (VAGINAL)
MS,ANTICOAGULANTS: LOW MOLECULAR WEIGHT HEPARIN (LMWH)
MS,ANTICOAGULANTS (continued)
MS,ANTICOAGULANTS (continued): ORAL
MS,ANTICONVULSANTS : ADJUVANTS
MS,ANTICONVULSANTS (continued): ADJUVANTS (continued)
MS,ANTICONVULSANTS (continued): HYDANTOINS
MS,ANTICONVULSANTS (continued): SELECTED BENZODIAZEPINES
MS,ANTICONVULSANTS (continued): SUCCINIMIDES
MS,"ANTIDEPRESSANTS, OTHER"
MS,"ANTIDEPRESSANTS, SSRIs"
MS,ANTIEMETICS : 5HT3 RECEPTOR BLOCKERS
MS,ANTIEMETICS (continued)
MS,ANTIEMETICS (continued): ANTIEMETIC COMBINATIONS
MS,ANTIEMETICS (continued): CANNABINOIDS
MS,ANTIEMETICS (continued): NMDA RECEPTOR ANTAGONISTS
MS,ANTIFUNGALS (ORAL)
MS,ANTIFUNGALS (TOPICAL) : ANTIFUNGALS
MS,ANTIFUNGALS (TOPICAL) (continued)
MS,ANTIFUNGALS (TOPICAL) (continued): ANTIFUNGAL/STEROID COMBINATIONS
MS,ANTIFUNGALS (VAGINAL)
MS,"ANTIHISTAMINES, MINIMALLY SEDATING AND COMBINATIONS : MINIMALLY SEDATING ANTIHISTAMINES"
MS,"ANTIHISTAMINES, MINIMALLY SEDATING AND COMBINATIONS : MINIMALLY SEDATING ANTIHISTAMINE/DECONGESTANT COMBINATIONS"
MS,"ANTIMIGRAINE AGENTS, ACUTE TREATMENT: CGRP ORAL AND NASAL"
MS,"ANTIMIGRAINE AGENTS, ACUTE TREATMENT (continued): INJECTABLES"
MS,"ANTIMIGRAINE AGENTS, ACUTE TREATMENT (continued): NASAL"
MS,"ANTIMIGRAINE AGENTS, ACUTE TREATMENT (continued): TRIPTANS AND RELATED AGENTS (ORAL)"
MS,"ANTIMIGRAINE AGENTS, PROPHYLAXIS: INJECTABLES"
MS,"ANTIMIGRAINE AGENTS, PROPHYLAXIS: ORAL"
MS,*ANTINEOPLASTICS – SELECTED SYSTEMIC ENZYME INHIBITORS
MS,*ANTINEOPLASTICS – SELECTED SYSTEMIC ENZYME INHIBITORS (continued)
MS,ANTIOBESITY SELECT AGENTS
MS,ANTIPARASITICS (TOPICAL) : PEDICULICIDES
MS,ANTIPARASITICS (TOPICAL) : SCABICIDES
MS,ANTIPARKINSON’S AGENTS (INJECTABLE)
MS,ANTIPARKINSON’S AGENTS (ORAL) : ANTICHOLINERGICS
MS,ANTIPARKINSON’S AGENTS (ORAL) : COMT INHIBITORS
MS,ANTIPARKINSON’S AGENTS (ORAL) (continued): MAO-B INHIBITORS
MS,ANTIPARKINSON’S AGENTS (ORAL) (continued): OTHERS
MS,ANTIPSORIATICS (TOPICAL)
MS,"ANTIPSYCHOTICS : INJECTABLE, ATYPICALS"
MS,ANTIPSYCHOTICS (continued)
MS,ANTIPSYCHOTICS (continued): ORAL
MS,"ANTIPSYCHOTICS (continued): TRANSDERMAL, ATYPICALS"
MS,ANTIRETROVIRALS : CAPSID INHIBITORS
MS,ANTIRETROVIRALS : CD4 DIRECTED ATTACHMENT INHIBITORS
MS,ANTIRETROVIRALS : CD4 DIRECTED HIV-1 INHIBITORS
MS,ANTIRETROVIRALS : COMBINATION PRODUCTS – NRTIs
MS,ANTIRETROVIRALS : COMBINATION PRODUCTS – NUCLEOSIDE AND NUCLEOTIDE ANALOG RTIs
MS,ANTIRETROVIRALS (continued): COMBINATION PRODUCTS – NUCLEOSIDE AND NUCLEOTIDE ANALOG AND NON-NUCLEOSIDE RTIs
MS,ANTIRETROVIRALS (continued): COMBINATION PRODUCTS – PROTEASE INHIBITORS
MS,ANTIRETROVIRALS (continued): ENTRY INHIBITORS – CCR5 CO-RECEPTOR ANTAGONISTS
MS,ANTIRETROVIRALS (continued): ENTRY INHIBITORS – FUSION INHIBITORS
MS,ANTIRETROVIRALS (continued): INTEGRASE STRAND TRANSFER INHIBITORS
MS,ANTIRETROVIRALS (continued): NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBTORS (NNRTI)
MS,ANTIRETROVIRALS (continued): NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBTORS (NRTI)
MS,ANTIRETROVIRALS (continued): PHARMACOENHANCER – CYTOCHROME P450 INHIBITORS
MS,ANTIRETROVIRALS (continued): PROTEASE INHIBITORS (NON-PEPTIDIC)
MS,ANTIRETROVIRALS (continued): PROTEASE INHIBITORS (PEPTIDIC)
MS,ANTIRETROVIRALS (continued)
MS,ANTIRETROVIRALS (continued): SINGLE PRODUCT REGIMENS
MS,"ANTIVIRALS, ORAL: ANTI-CYTOMEGALOVIRUS AGENTS"
MS,"ANTIVIRALS, ORAL: ANTI-HERPETIC AGENTS"
MS,"ANTIVIRALS, ORAL: ANTI-INFLUENZA AGENTS"
MS,"ANTIVIRALS, TOPICAL"
MS,AROMATASE INHIBITORS
MS,ATOPIC DERMATITIS
MS,"BETA BLOCKERS, ANTIANGINALS & SINUS NODE AGENTS : ANTIANGINALS"
MS,"BETA BLOCKERS, ANTIANGINALS & SINUS NODE AGENTS : BETA- AND ALPHA-BLOCKERS"
MS,"BETA BLOCKERS, ANTIANGINALS & SINUS NODE AGENTS : BETA-BLOCKER/DIURETIC COMBINATIONS"
MS,"BETA BLOCKERS, ANTIANGINALS & SINUS NODE AGENTS : BETA-BLOCKERS"
MS,"BETA BLOCKERS, ANTIANGINALS & SINUS NODE AGENTS : SINUS NODE AGENTS"
MS,BILE SALTS
MS,BILE SALTS (continued)
MS,BLADDER RELAXANT PREPARATIONS
MS,BONE RESORPTION SUPPRESSION AND RELATED AGENTS : BISPHOSPHONATES
MS,BONE RESORPTION SUPPRESSION AND RELATED AGENTS : OTHERS
MS,BPH AGENTS : 5-ALPHA-REDUCTASE INHIBITORS
MS,BPH AGENTS : ALPHA BLOCKERS
MS,BPH AGENTS : PHOSPHODIESTERASE TYPE 5 (PDE5) INHIBITORS
MS,BRONCHODILATORS & COPD AGENTS: ANTICHOLINERGIC-BETA AGONIST COMBINATIONS
MS,BRONCHODILATORS & COPD AGENTS: ANTICHOLINERGIC-BATA AGONIST-GLUCOCORTICOIDS COMBINATIONS
MS,BRONCHODILATORS & COPD AGENTS: ANTICHOLINERGICS AND COPD AGENTS
MS,BRONCHODILATORS & COPD AGENTS (continued): INHALATION SOLUTION
MS,"BRONCHODILATORS & COPD AGENTS (continued): INHALERS, LONG ACTING"
MS,"BRONCHODILATORS & COPD AGENTS (continued): INHALERS, SHORT ACTING"
MS,BRONCHODILATORS & COPD AGENTS (continued): ORAL
MS,CALCIUM CHANNEL BLOCKERS : LONG-ACTING
MS,CALCIUM CHANNEL BLOCKERS : SHORT-ACTING
MS,CALCIUM CHANNEL BLOCKERS (continued)
MS,CALORIC AGENTS
MS,CEPHALOSPORINS AND RELATED ANTIBIOTICS (ORAL): BETA LACTAM/BETA-LACTAMASE INHIBITOR COMBINATIONS
MS,CEPHALOSPORINS AND RELATED ANTIBIOTICS (ORAL): CEPHALOSPORINS – FIRST GENERATION
MS,CEPHALOSPORINS AND RELATED ANTIBIOTICS (ORAL): CEPHALOSPORINS – SECOND GENERATION
MS,CEPHALOSPORINS AND RELATED ANTIBIOTICS (ORAL): CEPHALOSPORINS – THIRD GENERATION
MS,COLONY STIMULATING FACTORS
MS,COLONY STIMULATING FACTORS (continued)
MS,CYSTIC FIBROSIS AGENTS
MS,CYTOKINE & CAM ANTAGONISTS
MS,CYTOKINE & CAM ANTAGONISTS (continued)
MS,GI ULCER THERAPIES: H2 RECEPTOR ANTAGONISTS
MS,GI ULCER THERAPIES: OTHERS
MS,GI ULCER THERAPIES: PROTON PUMP INHIBITORS
MS,GLUCOCORTICOIDS (INHALED): GLUCOCORTICOIDS
MS,GLUCOCORTICOIDS (INHALED): GLUCOCORTICOID/BRONCHODILATOR COMBINATIONS
MS,GROWTH HORMONES
MS,H. PYLORI COMBINATION TREATMENTS
MS,HEPATITIS B TREATMENTS
MS,"HYPOGLYCEMICS, BIGUANIDES"
MS,"HYPOGLYCEMICS, INCRETIN MIMETICS/ENHANCERS"
MS,"HYPOGLYCEMICS, INSULINS & RELATED AGENTS"
MS,"HYPOGLYCEMICS, INSULINS & RELATED AGENTS (continued)"
MS,"HYPOGLYCEMICS, MEGLITINIDES"
MS,"HYPOGLYCEMICS, SODIUM GLUCOSE COTRANSPORTER-2 (SGLT-2) INHIBITORS : SGLT-2 INHIBITORS"
MS,"HYPOGLYCEMICS, SODIUM GLUCOSE COTRANSPORTER-2 (SGLT-2) INHIBITORS : SGLT-2 INHIBITOR COMBINATIONS"
MS,"HYPOGLYCEMICS, THIAZOLIDINEDIONES (TZDs) and TZD Combinations"
MS,IDIOPATHIC PULMONARY FIBROSIS
MS,IMMUNE GLOBULINS
MS,IMMUNOLOGIC THERAPIES FOR ASTHMA
MS,"IMMUNOSUPPRESSIVE AGENTS, ORAL"
MS,LEUKOTRIENE MODIFIERS
MS,"LIPOTROPICS, OTHER (NON-STATINS): ACL INHIBITORS AND COMBINATIONS"
MS,"LIPOTROPICS, OTHER (NON-STATINS): BILE ACID SEQUESTRANTS"
MS,"LIPOTROPICS, OTHER (NON-STATINS)"
MS,"LIPOTROPICS, OTHER (NON-STATINS): CHOLESTEROL ABSORPTION INHIBITORS"
MS,"LIPOTROPICS, OTHER (NON-STATINS): FIBRIC ACID DERIVATIVES"
MS,"LIPOTROPICS, OTHER (NON-STATINS): MTP INHIBITOR"
MS,"LIPOTROPICS, OTHER (NON-STATINS) (continued): NIACIN"
MS,"LIPOTROPICS, OTHER (NON-STATINS) (continued): OMEGA-3 FATTY ACIDS"
MS,"LIPOTROPICS, OTHER (NON-STATINS) (continued): PCSK-9 INHIBITORS"
MS,"LIPOTROPICS, STATINS : STATINS"
MS,"LIPOTROPICS, STATINS : STATIN COMBINATIONS"
MS,MISCELLANEOUS BRAND/GENERIC
MS,MISCELLANEOUS BRAND/GENERIC (continued)
MS,MISCELLANEOUS BRAND/GENERIC (continued): SUBLINGUAL NITROGLYCERIN
MS,MOVEMENT DISORDER AGENTS
MS,MULTIPLE SCLEROSIS AGENTS
MS,MULTIPLE SCLEROSIS AGENTS (continued)
MS,MUSCULAR DYSTROPHY AGENTS
MS,NSAIDS: COX II SELECTIVE
MS,NSAIDS: NON-SELECTIVE
MS,NSAIDS (continued)
MS,NSAIDS (continued): NSAID/GI PROTECTANT COMBINATIONS
MS,OPIATE DEPENDENCE TREATMENTS: DEPENDENCE
MS,OPIATE DEPENDENCE TREATMENTS: TREATMENT
MS,OPIATE DEPENDENCE TREATMENTS (continued)
MS,OTIC ANTIBIOTICS
MS,PANCREATIC ENZYMES
MS,PARATHYROID AGENTS
MS,PRENATAL VITAMINS
MS,PRENATAL VITAMINS (continued)
MS,PSEUDOBULBAR AFFECT AGENTS
MS,PULMONARY ANTIHYPERTENSIVE AGENTS: ACTIVIN SIGNALING INHIBITORS
MS,PULMONARY ANTIHYPERTENSIVE AGENTS: ENDOTHELIN RECEPTOR ANTAGONISTS
MS,PULMONARY ANTIHYPERTENSIVE AGENTS (continued): PDE5 INHIBITORS
MS,PULMONARY ANTIHYPERTENSIVE AGENTS (continued): PROSTACYCLINS
MS,PULMONARY ANTIHYPERTENSIVE AGENTS (continued): SELECTIVE PROSTACYCLINE RECEPTOR AGONISTS
MS,PULMONARY ANTIHYPERTENSIVE AGENTS (continued): SOLUABLE GUANYLATE CYCLASE STIMULATORS
MS,ROSACEA TREATMENTS
MS,SEDATIVE HYPNOTIC AGENTS: BENZODIAZEPINES
MS,SEDATIVE HYPNOTIC AGENTS (continued): OTHERS
MS,SELECT CONTRACEPTIVE PRODUCTS: INJECTABLE CONTRACEPTIVES
MS,SELECT CONTRACEPTIVE PRODUCTS: INTRAVAGINAL CONTRACEPTIVES
MS,SELECT CONTRACEPTIVE PRODUCTS: ORAL CONTRACEPTIVES
MS,SELECT CONTRACEPTIVE PRODUCTS: TRANSDERMAL CONTRACEPTIVES
MS,SICKLE CELL AGENTS
MS,SKELETAL MUSCLE RELAXANTS
MS,
MS,STEROIDS (TOPICAL): LOW POTENCY
MS,STEROIDS (TOPICAL): MEDIUM POTENCY
MS,STEROIDS (TOPICAL): HIGH POTENCY
MS,STEROIDS (TOPICAL) (continued): VERY HIGH POTENCY
MS,STIMULANTS AND RELATED AGENTS : SHORT-ACTING
MS,STIMULANTS AND RELATED AGENTS : LONG-ACTING
MS,STIMULANTS AND RELATED AGENTS (continued)
MS,STIMULANTS AND RELATED AGENTS (continued): NARCOLEPSY
MS,STIMULANTS AND RELATED AGENTS (continued): NON-STIMULANTS
MS,TETRACYCLINES
MS,ULCERATIVE COLITIS & CROHN’S AGENTS : ORAL
MS,ULCERATIVE COLITIS & CROHN’S AGENTS : RECTAL
MS,UREA CYCLE DISORDER AGENTS
NC,ALZHEIMER’S AGENTS: : 
NC,ANALGESICS: OPIOID ANALGESICS: Long Acting Opioids
NC,ANALGESICS: OPIOID ANALGESICS: Orally Disintegrating / Oral Spray Schedule II Opioids
NC,ANALGESICS: OPIOID ANALGESICS: Short Acting Schedule II Opioids
NC,ANALGESICS: OPIOID ANALGESICS: Short Acting Schedule III – IV Opioids / Analgesic Combinations
NC,ANALGESICS: NSAIDS: Short Acting Schedule III – IV Opioids / Analgesic Combinations
NC,ANALGESICS: NEUROPATHIC PAIN: Short Acting Schedule III – IV Opioids / Analgesic Combinations
NC,ANTICONVULSANTS: CARBAMAZEPINE DERIVATIVES: Short Acting Schedule III – IV Opioids / Analgesic Combinations
NC,ANTICONVULSANTS: FIRST GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations
NC,ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations
NC,"ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Penicillins, Cephalosporins and Related"
NC,ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Lincosamides and Oxazolidinones
NC,ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Macrolides and Ketolides
NC,ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Nitroimidazoles (Gastrointestinal Antibiotics)
NC,ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Quinolones
NC,ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Tetracycline Derivatives
NC,ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antifungals
NC,ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antivirals (Hepatitis B Agents)
NC,ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antivirals (Hepatitis C Agents)
NC,ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antivirals (Herpes Treatments)
NC,ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antivirals (Influenza)
NC,"ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antibiotics, Inhaled"
NC,BEHAVIORAL HEALTH: ANTIDEPRESSANTS: Other
NC,BEHAVIORAL HEALTH: ANTIDEPRESSANTS: Selective Serotonin Reuptake Inhibitor (SSRI)
NC,BEHAVIORAL HEALTH: ANTIHYPERKINESIS / ADHD: Selective Serotonin Reuptake Inhibitor (SSRI)
NC,BEHAVIORAL HEALTH: INJECTABLE ANTIPSYCHOTICS: Injectable Long Acting
NC,BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal
NC,CARDIOVASCULAR: ACE INHIBITORS: Oral / Transdermal
NC,CARDIOVASCULAR: ACE INHIBITOR / CALCIUM CHANNEL BLOCKER COMBINATIONS: Oral / Transdermal
NC,CARDIOVASCULAR: ACE INHIBITOR / DIURETIC COMBINATIONS: Oral / Transdermal
NC,CARDIOVASCULAR: ANGIOTENSIN II RECEPTOR BLOCKERS: Oral / Transdermal
NC,CARDIOVASCULAR: ANGIOTENSIN II RECEPTOR BLOCKER COMBINATIONS: Oral / Transdermal
NC,CARDIOVASCULAR: ANGIOTENSIN II RECEPTOR BLOCKER DIURETIC COMBINATIONS: Oral / Transdermal
NC,CARDIOVASCULAR: ANGIOTENSIN II RECEPTOR / NEPRILYSIN BLOCKER COMBINATIONS: Oral / Transdermal
NC,CARDIOVASCULAR: ANTI-ARRHYTHMICS: Oral / Transdermal
NC,CARDIOVASCULAR: BETA BLOCKERS: Oral / Transdermal
NC,CARDIOVASCULAR: BETA BLOCKER DIURETIC COMBINATIONS: Oral / Transdermal
NC,CARDIOVASCULAR: BILE ACID SEQUESTRANTS: Oral / Transdermal
NC,CARDIOVASCULAR: CHOLESTEROL LOWERING AGENTS: Oral / Transdermal
NC,CARDIOVASCULAR: CORONARY VASODILATORS: Oral / Transdermal
NC,CARDIOVASCULAR: DIHYDROPYRIDINE CALCIUM CHANNEL BLOCKERS: Oral / Transdermal
NC,CARDIOVASCULAR: DIRECT RENIN INHIBITOR: Oral / Transdermal
NC,CARDIOVASCULAR: ENDOTHELIN RECEPTOR ANTAGONISTS: Oral / Transdermal
NC,CARDIOVASCULAR: INHALED PROSTACYCLIN ANALOGS: Oral / Transdermal
NC,CARDIOVASCULAR: NIACIN DERIVATIVES: Oral / Transdermal
NC,CARDIOVASCULAR: NITRATE COMBINATION: Oral / Transdermal
NC,CARDIOVASCULAR: NON-DIHYDROPYRIDINE CALCIUM CHANNEL BLOCKERS: Oral / Transdermal
NC,CARDIOVASCULAR: ORAL PULMONARY HYPERTENSION: Oral / Transdermal
NC,CARDIOVASCULAR: PLATELET INHIBITORS: Oral / Transdermal
NC,CARDIOVASCULAR: ANTIANGINAL & ANTI-ISCHEMIC: Oral / Transdermal
NC,CARDIOVASCULAR: SYMPATHOLYTICS AND COMBINATIONS: Oral / Transdermal
NC,CARDIOVASCULAR: TRIGLYCERIDE LOWERING AGENTS: Oral / Transdermal
NC,"CARDIOVASCULAR: CARDIOVASCULAR, OTHER: Oral / Transdermal"
NC,CENTRAL NERVOUS SYSTEM: ANTIMIGRAINE AGENTS: Oral / Transdermal
NC,CENTRAL NERVOUS SYSTEM: ANTIMIGRAINE AGENTS: CGRP Blockers/Modulators PREVENTATIVE
NC,CENTRAL NERVOUS SYSTEM: ANTIMIGRAINE AGENTS: CGRP Blockers/Modulators ACUTE TREATMENT
NC,CENTRAL NERVOUS SYSTEM: ANTI-NARCOLEPSY: CGRP Blockers/Modulators ACUTE TREATMENT
NC,CENTRAL NERVOUS SYSTEM: ANTIPARKINSON AND RESTLESS LEG SYNDROME AGENTS: CGRP Blockers/Modulators ACUTE TREATMENT
NC,CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Injectable
NC,CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Oral
NC,CENTRAL NERVOUS SYSTEM: AMYOTROPHIC LATERAL SCLEROSIS (ALS) AGENTS: Oral
NC,CENTRAL NERVOUS SYSTEM: SEDATIVE HYPNOTICS: Oral
NC,CENTRAL NERVOUS SYSTEM: TOBACCO CESSATION: Oral
NC,ENDOCRINOLOGY: GROWTH HORMONE: Oral
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Rapid Acting Insulin
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Short Acting Insulin
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Intermediate Acting Insulin
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Long Acting Insulin
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Premixed Rapid Combination Insulin
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Premixed 70/30 Combination Insulin
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Amylin Analogs
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: GLP-1 Receptor Agonists and Combinations indicated for the treatment of Diabetes
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - ORAL: 2nd Generation Sulfonylureas
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - ORAL: Alpha-Glucosidase Inhibitors
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - ORAL: Biguanides and Combinations
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - ORAL: DPP-IV Inhibitors and Combinations
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - ORAL: Meglitinides
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - ORAL: SGLT-2 Inhibitors and Combinations
NC,ENDOCRINOLOGY: HYPOGLYCEMICS - ORAL: Thiazolidinediones and Combinations
NC,GASTROINTESTINAL: ANTIEMETIC-ANTIVERTIGO AGENTS: Thiazolidinediones and Combinations
NC,GASTROINTESTINAL: BILE ACID SALTS: Thiazolidinediones and Combinations
NC,GASTROINTESTINAL: H. PYLORI COMBINATIONS: Thiazolidinediones and Combinations
NC,GASTROINTESTINAL: HISTAMINE-2 RECEPTOR ANTAGONISTS: Thiazolidinediones and Combinations
NC,GASTROINTESTINAL: PANCREATIC ENZYMES: Thiazolidinediones and Combinations
NC,GASTROINTESTINAL: PROGESTINS USED FOR CACHEXIA: Thiazolidinediones and Combinations
NC,GASTROINTESTINAL: PROTON PUMP INHIBITORS: Thiazolidinediones and Combinations
NC,GASTROINTESTINAL: SELECTIVE CONSTIPATION AGENTS: Thiazolidinediones and Combinations
NC,GASTROINTESTINAL: ULCERATIVE COLITIS: Oral
NC,GASTROINTESTINAL: ULCERATIVE COLITIS: Rectal
NC,GENITOURINARY / RENAL: ELECTROLYTE DEPLETERS (KIDNEY DISEASE): Rectal
NC,GENITOURINARY / RENAL: BENIGN PROSTATIC HYPERPLASIA TREATMENTS: Rectal
NC,GENITOURINARY / RENAL: URINARY ANTISPASMODICS: Rectal
NC,GOUT: URINARY ANTISPASMODICS: Rectal
NC,HEMATOLOGIC: ANTICOAGULANTS: Injectable
NC,HEMATOLOGIC: ANTICOAGULANTS: Oral
NC,HEMATOLOGIC: COLONY STIMULATING FACTORS: Oral
NC,HEMATOLOGIC: HEMATOPOIETIC AGENTS: Oral
NC,HEMATOLOGIC: THROMBOPOIESIS STIMULATING AGENTS: Oral
NC,OPHTHALMIC: ALLERGIC CONJUNCTIVITIS AGENTS: Oral
NC,OPHTHALMIC: ANTIBIOTICS: Oral
NC,OPHTHALMIC: ANTIBIOTICS-STEROID COMBINATIONS: Oral
NC,OPHTHALMIC: ANTI-INFLAMMATORY: Oral
NC,OPHTHALMIC: ANTI-INFLAMMATORY / IMMUNOMODULATOR: Oral
NC,OPHTHALMIC: ALPHA 2 ADRENERGIC AGENTS: Oral
NC,OPHTHALMIC: BETA BLOCKER AGENTS / COMBINATIONS: Oral
NC,OPHTHALMIC: CARBONIC ANHYDRASE INHIBITORS / COMBINATIONS: Oral
NC,OPHTHALMIC: PROSTAGLANDIN AGONISTS: Oral
NC,OPHTHALMIC: RHO KINASE MODIFIERS / COMBINATIONS: Oral
NC,OSTEOPOROSIS: BONE RESORPTION SUPPRESSION AND RELATED AGENTS: Oral
NC,OTIC: ANTIBIOTICS: Oral
NC,OTIC: ANTI-INFECTIVES AND ANESTHETICS: Oral
NC,OTIC: ANTI-INFLAMMATORY: Oral
NC,"RESPIRATORY: BETA-ADRENERGIC HANDHELD, LONG ACTING: Oral"
NC,"RESPIRATORY: BETA-ADRENERGIC HANDHELD, SHORT ACTING: Oral"
NC,"RESPIRATORY: BETA-ADRENERGIC, NEBULIZERS: Oral"
NC,"RESPIRATORY: BETA-ADRENERGIC, ORAL: Oral"
NC,RESPIRATORY: ORALLY INHALED ANTICHOLINERGICS / COPD AGENTS: Oral
NC,RESPIRATORY: INHALED CORTICOSTEROIDS: Oral
NC,RESPIRATORY: INHALED CORTICOSTEROID COMBINATIONS: Oral
NC,RESPIRATORY: INTRANASAL RHINITIS AGENTS: Oral
NC,RESPIRATORY: LEUKOTRIENE MODIFIERS: Oral
NC,RESPIRATORY: LOW SEDATING ANTIHISTAMINES: Oral
NC,RESPIRATORY: LOW SEDATING ANTIHISTAMINE COMBINATIONS: Oral
NC,RESPIRATORY: FIRST GENERATION ANTIHISTAMINES: Oral
NC,TOPICALS: ACNE AGENTS: Oral
NC,TOPICALS: ANDROGENIC AGENTS: Oral
NC,TOPICALS: NSAIDS: Oral
NC,TOPICALS: ANTIBIOTICS: Oral
NC,TOPICALS: ANTIBIOTICS - VAGINAL: Oral
NC,TOPICALS: ANTIFUNGALS: Oral
NC,TOPICALS: ANTIPARASITICS: Oral
NC,TOPICALS: ANTIVIRAL: Oral
NC,TOPICALS: ANTIVIRAL: Imidazoquinolinamines
NC,TOPICALS: PSORIASIS: Imidazoquinolinamines
NC,TOPICALS: ROSACEA AGENTS: Imidazoquinolinamines
NC,TOPICALS: STEROIDS: Low Potency
NC,TOPICALS: STEROIDS: Medium Potency
NC,TOPICALS: STEROIDS: High Potency
NC,TOPICALS: STEROIDS: Very High Potency
NC,MISCELLANEOUS: WEIGHT MANAGEMENT AGENTS: GLP-1 Receptor Agonists indicated for the treatment of obesity (Incretin Mimemetics)
NC,MISCELLANEOUS: WEIGHT MANAGEMENT AGENTS: Weight Management Other (Non-Incretin Mimetics)
NC,"MISCELLANEOUS: IMMUNOMODULATORS, ASTHMA: Weight Management Other (Non-Incretin Mimetics)"
NC,"MISCELLANEOUS: IMMUNOMODULATORS, ASTHMA: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: ANTIPSORIATICS, ORAL: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: EPINEPHRINE, SELF ADMINISTERED: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: ESTROGEN AGENTS, COMBINATIONS: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: ESTROGEN AGENTS, ORAL / TRANSDERMAL: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: ESTROGEN AGENTS, VAGINAL PREPARATIONS: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: GLUCOCORTICOID STEROIDS, ORAL: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: CYTOKINE AND CAM ANTAGONISTS: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: IMMUNOSUPPRESSANTS: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: MOVEMENT DISORDERS: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: HEREDITARY ANGIOEDEMA (HAE) PROPHYLAXIS AGENTS: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: HEREDITARY ANGIOEDEMA (HAE) TREATMENT AGENTS: IMMUNOMODULATORS, Atopic Dermatitis"
NC,"MISCELLANEOUS: OPIOID ANTAGONISTS: IMMUNOMODULATORS, Atopic Dermatitis"
